[Event Name],Task ID
MH0080000,"\h(«Mikado»)So, you came from the land where the sun sets.
Welcome to Yafutoma.\e"
MH0080001,"\h(«Mikado»)My daughter, Moegi, has always been intrigued
with the West. Haven't you, my dear?\e"
MH0080002,"\h(«Moegi»)Yes, father.
Please, I would love to hear all about your
homeland.\e"
MH0080003,"\h(«Moegi»)And if there is anything that we can do for you,
just ask.\e"
MH0080004,"\h(«Aika»)Sure, but I don't want to be too much of a
burden. \e"
MH0080005,"\h(«Kangan»)King Mikado… as an advisor of the Royal Court,
I must say that I am opposed to the idea of
foreigners entering our lands.\e"
MH0080006,"\h(«Kangan»)Foreigners have only brought us disaster. We
must cleanse them from our lands immediately!\e"
MH0080007,"\h(«Muraji»)I agree with my father!
The Westerners can only bring us trouble. 
We should dispose of them at once.\e"
MH0080008,"\h(«Mikado»)They are our guests. We must welcome them. They 
can teach us a great deal about the West. And 
there is much we can teach them as well.\e"
MH0080009,"\h(«Mikado»)…But I would like to know why you have traveled
to Yafutoma.\e"
MH0080010,"\h(«Vyse»)We're searching for the Moon Crystals to prevent
our enemies from using them to destroy the
world.\e"
MH0080020,\h(«Vyse»)It is rumored that the Blue Crystal is here.\e
MH0080011,"\h(«Mikado»)The Blue Crystal?
Hmm… I think you are referring to the jewel
that has the powers of the Blue Moon.\e"
MH0080012,"\h(«Mikado»)The object that you are searching for lies 
underneath Mount Kazai. Here in Yafutoma, 
we refer to the object as the Maga Sphere.\e"
MH0080013,"\h(«Mikado»)Mount Kazai is considered by our people to be 
a holy mountain. And deep within the mountain… 
lies an azure-colored jewel.\e"
MH0080014,"\h(«Mikado»)Our ancestors passed the jewel to the successors
of the throne. After the cataclysm, the jewel 
was sealed inside Mount Kazai.\e"
MH0080015,"\h(«Aika»)An azure-colored jewel?
Vyse! That has to be the Moon Crystal!\e"
MH0080016,"\h(«Mikado»)At one time, Mount Kazai was a volcano, and 
there is no known way inside. The Maga Sphere 
has been lost since the days of the Old World…\e"
MH0080017,"\h(«Mikado»)If you were to retrieve it for us, we would be
eternally grateful…\e"
MH0080018,"\h(«Vyse»)So, the Maga Sphere is at the bottom of that
huge mountain? Leave it to us.\e"
MH0080019,\h(«Vyse»)Don't worry… we'll get it back for you!\e
MSH0080000,"\h(«Mikado»)Así que venís del país donde se pone el sol.
Bienvenidos a Yafutoma.\e"
MSH0080001,"\h(«Mikado»)A mi hija, Moegi, siempre le ha intrigado el
Oeste. ¿Verdad, querida mía?\e"
MSH0080002,"\h(«Moegi»)Sí, padre.
Por favor, me encantaría que me contárais todo
sobre vuestra tierra.\e"
MSH0080003,"\h(«Moegi»)Y si hay algo que podemos hacer por vosotros, no
tenéis más que preguntar.\e"
MSH0080004,\h(«Aika»)No quisiera que os tomárais tantas molestias.\e
MSH0080005,"\h(«Kangan»)Rey Mikado…… como consejero de la Corte Real,
debo decir que me opongo a la idea de que haya
extranjeros en nuestro país.\e"
MSH0080006,"\h(«Kangan»)Los extranjeros sólo traen desgracias.
¡Debemos limpiar nuestras tierras de extranjeros
enseguida!\e"
MSH0080007,"\h(«Muraji»)¡Estoy de acuerdo con mi padre!
Los occidentales sólo pueden traernos problemas.
Deberíamos librarnos de ellos inmediatamente.\e"
