Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x3fc,46,Shift_JIS,Metrowerks Target Resident Kernel for PowerPC
1,0x2ad120,18,Shift_JIS,"
OSDumpHeap(%d):
"
2,0x2ad134,18,Shift_JIS,"--------Inactive
"
3,0x2ad148,26,Shift_JIS,"addr	size		end	prev	next
"
4,0x2ad164,19,Shift_JIS,"--------Allocated
"
5,0x2ad178,22,Shift_JIS,"%4d:	%x	%5d	%x	%x	%x
"
6,0x2ad190,14,Shift_JIS,"--------Free
"
7,0x2ad1a0,36,Shift_JIS,OSCheckHeap: Failed HeapArray in %d
8,0x2ad1c4,55,Shift_JIS,OSCheckHeap: Failed 0 <= heap && heap < NumHeaps in %d
9,0x2ad1fc,40,Shift_JIS,OSCheckHeap: Failed 0 <= hd->size in %d
10,0x2ad224,79,Shift_JIS,OSCheckHeap: Failed hd->allocated == NULL || hd->allocated->prev == NULL in %d
11,0x2ad274,62,Shift_JIS,"OSCheckHeap: Failed InRange(cell, ArenaStart, ArenaEnd) in %d"
12,0x2ad2b4,55,Shift_JIS,"OSCheckHeap: Failed OFFSET(cell, ALIGNMENT) == 0 in %d"
13,0x2ad2ec,73,Shift_JIS,OSCheckHeap: Failed cell->next == NULL || cell->next->prev == cell in %d
14,0x2ad338,51,Shift_JIS,OSCheckHeap: Failed MINOBJSIZE <= cell->size in %d
15,0x2ad36c,61,Shift_JIS,"OSCheckHeap: Failed OFFSET(cell->size, ALIGNMENT) == 0 in %d"
16,0x2ad3ac,57,Shift_JIS,OSCheckHeap: Failed 0 < total && total <= hd->size in %d
17,0x2ad3e8,69,Shift_JIS,OSCheckHeap: Failed hd->free == NULL || hd->free->prev == NULL in %d
18,0x2ad430,95,Shift_JIS,OSCheckHeap: Failed cell->next == NULL || (char*) cell + cell->size < (char*) cell->next in %d
19,0x2ad490,44,Shift_JIS,OSCheckHeap: Failed total == hd->size in %d
20,0x2ad540,9,Shift_JIS,%s%s.STD
21,0x2ad550,17,Shift_JIS,/sound/m0367.mlt
22,0x2ad564,15,Shift_JIS,sotBtlContinue
23,0x2ad574,11,Shift_JIS,ME090A.sct
24,0x2ad580,20,Shift_JIS,/sound/m04%02d.samp
25,0x2ad5a4,10,Shift_JIS,s%03d.sml
26,0x2ad5b0,10,Shift_JIS,s%03d.sst
27,0x2ad5bc,12,Shift_JIS,stsicon.mld
28,0x2ad5c8,13,Shift_JIS,stsicong.mld
29,0x2ad5d8,13,Shift_JIS,stsiconf.mld
30,0x2ad5e8,13,Shift_JIS,stsicons.mld
31,0x2ad5f8,14,Shift_JIS,s%02d%02d.mld
32,0x2ad608,14,Shift_JIS,s%03d%02d.mld
33,0x2ad618,9,Shift_JIS,/battle/
34,0x2ad6b8,14,Shift_JIS,E99%02d%02d%d
35,0x2ad6c8,12,Shift_JIS,E99%02d00%d
36,0x2ad6d4,13,Shift_JIS,E99%02d%02d0
37,0x2ad6e4,13,Shift_JIS,E99%02d%02d1
38,0x2ad6f4,11,Shift_JIS,E99%02d001
39,0x2ad8b0,16,Shift_JIS,D%02d%03d00.MLK
40,0x2ad8c0,10,Shift_JIS,PCWIN.MLK
41,0x2ad8cc,19,Shift_JIS,%c%02d%03d%02X.MLK
42,0x2ad8e0,10,Shift_JIS,MA000.MLD
43,0x2ad8ec,10,Shift_JIS,ma000.mld
44,0x2ad8f8,10,Shift_JIS,MA001.MLD
45,0x2ad904,10,Shift_JIS,ma001.mld
46,0x2ad910,10,Shift_JIS,MA002.MLD
47,0x2ad91c,10,Shift_JIS,ma002.mld
48,0x2ad928,10,Shift_JIS,MA003.MLD
