Entry ID,[Filter],Year,Month,Day,Version
0,me002a.sct,2002,6,14,0
0,me002b.sct,2002,6,14,0
0,me002c.sct,2002,6,14,0
0,me002d.sct,2002,6,14,0
0,me002e.sct,2002,6,14,0
0,me004a.sct,2002,6,14,0
0,me005a.sct,2002,6,14,0
0,me005b.sct,2002,6,14,0
0,me008a.sct,2002,6,14,0
0,me008b.sct,2002,6,14,0
0,me010a.sct,2002,6,14,0
0,me010b.sct,2002,6,14,0
0,me010c.sct,2002,6,14,0
0,me013a.sct,2002,6,14,0
0,me013b.sct,2002,6,14,0
0,me013c.sct,2002,6,14,0
0,me013d.sct,2002,6,14,0
0,me013e.sct,2002,6,14,0
0,me013f.sct,2002,6,14,0
0,me017a.sct,2002,6,14,0
0,me017b.sct,2002,6,14,0
0,me017c.sct,2002,6,14,0
0,me017d.sct,2002,6,14,0
0,me017e.sct,2002,6,14,0
0,me017f.sct,2002,6,14,0
0,me017h.sct,2002,6,14,0
0,me017i.sct,2002,6,14,0
0,me018a.sct,2002,6,14,0
0,me018b.sct,2002,6,14,0
0,me019a.sct,2002,6,14,0
0,me019b.sct,2002,6,14,0
0,me019c.sct,2002,6,14,0
0,me019d.sct,2002,6,14,0
0,me020a.sct,2002,6,14,0
0,me020b.sct,2002,6,14,0
0,me028a.sct,2002,6,14,0
0,me028b.sct,2002,6,14,0
0,me028c.sct,2002,6,14,0
0,me028d.sct,2002,6,14,0
0,me028e.sct,2002,6,14,0
0,me028f.sct,2002,6,14,0
0,me028g.sct,2002,6,14,0
0,me032a.sct,2002,6,14,0
0,me033a.sct,2002,6,14,0
0,me033b.sct,2002,6,14,0
0,me034a.sct,2002,6,14,0
0,me034b.sct,2002,6,14,0
0,me034c.sct,2002,6,14,0
0,me034d.sct,2002,6,14,0
0,me034e.sct,2002,6,14,0
0,me034f.sct,2002,6,14,0
0,me034g.sct,2002,6,14,0
0,me034h.sct,2002,6,14,0
0,me034i.sct,2002,6,14,0
0,me035a.sct,2002,6,14,0
0,me035ag.sct,2002,6,14,0
0,me035b.sct,2002,6,14,0
0,me035d.sct,2002,6,14,0
0,me035e.sct,2002,6,14,0
0,me035f.sct,2002,6,14,0
0,me035g.sct,2002,6,14,0
0,me035h.sct,2002,6,14,0
0,me035i.sct,2002,6,14,0
0,me090a.sct,2002,6,14,0
0,me098a.sct,2002,6,14,0
0,me099a.sct,2002,6,14,0
0,me099b.sct,2002,6,14,0
0,me099c.sct,2002,6,14,0
0,me099d.sct,2002,6,14,0
0,me099e.sct,2002,6,14,0
0,me099f.sct,2002,6,14,0
0,me099g.sct,2002,6,14,0
0,me099h.sct,2002,6,14,0
0,me099i.sct,2002,6,14,0
0,me099j.sct,2002,6,14,0
0,me099k.sct,2002,6,14,0
0,me099l.sct,2002,6,14,0
0,me099m.sct,2002,6,14,0
0,me099o.sct,2002,6,14,0
0,me099p.sct,2002,6,14,0
0,me099q.sct,2002,6,14,0
0,me101b.sct,2002,6,14,0
0,me101c.sct,2002,6,14,0
0,me103a.sct,2002,6,14,0
0,me103b.sct,2002,6,14,0
0,me103c.sct,2002,6,14,0
0,me106a.sct,2002,6,14,0
0,me106b.sct,2002,6,14,0
0,me106c.sct,2002,6,14,0
0,me107a.sct,2002,6,14,0
0,me107d.sct,2002,6,14,0
0,me107e.sct,2002,6,14,0
0,me109a.sct,2002,6,14,0
0,me109b.sct,2002,6,14,0
0,me109c.sct,2002,6,14,0
0,me109d.sct,2002,6,14,0
0,me109e.sct,2002,6,14,0
0,me109g.sct,2002,6,14,0
0,me111a.sct,2002,6,14,0
0,me111b.sct,2002,6,14,0
0,me111c.sct,2002,6,14,0
0,me111d.sct,2002,6,14,0
0,me112a.sct,2002,6,14,0
0,me112b.sct,2002,6,14,0
0,me112c.sct,2002,6,14,0
0,me115a.sct,2002,6,14,0
0,me115b.sct,2002,6,14,0
0,me115c.sct,2002,6,14,0
0,me116a.sct,2002,6,14,0
0,me116b.sct,2002,6,14,0
0,me116c.sct,2002,6,14,0
0,me116d.sct,2002,6,14,0
0,me116e.sct,2002,6,14,0
0,me116f.sct,2002,6,14,0
0,me116g.sct,2002,6,14,0
0,me116h.sct,2002,6,14,0
0,me121a.sct,2002,6,14,0
0,me121b.sct,2002,6,14,0
0,me121c.sct,2002,6,14,0
0,me121d.sct,2002,6,14,0
0,me121e.sct,2002,6,14,0
0,me122a.sct,2002,6,14,0
0,me122b.sct,2002,6,14,0
0,me123a.sct,2002,6,14,0
0,me123b.sct,2002,6,14,0
0,me123c.sct,2002,6,14,0
0,me123d.sct,2002,6,14,0
0,me125a.sct,2002,6,14,0
0,me125b.sct,2002,6,14,0
0,me125c.sct,2002,6,14,0
0,me125d.sct,2002,6,14,0
0,me126a.sct,2002,6,14,0
0,me126b.sct,2002,6,14,0
0,me126c.sct,2002,6,14,0
0,me126d.sct,2002,6,14,0
0,me126e.sct,2002,6,14,0
0,me126f.sct,2002,6,14,0
0,me127a.sct,2002,6,14,0
0,me127b.sct,2002,6,14,0
0,me130a.sct,2002,6,14,0
0,me130b.sct,2002,6,14,0
0,me130c.sct,2002,6,14,0
0,me130d.sct,2002,6,14,0
0,me131a.sct,2002,6,14,0
0,me131c.sct,2002,6,14,0
0,me131d.sct,2002,6,14,0
0,me131e.sct,2002,6,14,0
0,me131f.sct,2002,6,14,0
0,me131g.sct,2002,6,14,0
0,me131h.sct,2002,6,14,0
0,me131i.sct,2002,6,14,0
0,ME199F.sct,2000,5,1,1
0,me200a.sct,2002,6,14,0
0,me201a.sct,2002,6,14,0
0,me202a.sct,2002,6,14,0
0,me203a.sct,2002,6,14,0
0,me204a.sct,2002,6,14,0
0,me205a.sct,2002,6,14,0
0,me208a.sct,2002,6,14,0
0,me209a.sct,2002,6,14,0
0,me213a.sct,2002,6,14,0
0,me215a.sct,2002,6,14,0
0,me216a.sct,2002,6,14,0
0,me219a.sct,2002,6,14,0
0,me220a.sct,2002,6,14,0
0,me222a.sct,2002,6,14,0
0,me230a.sct,2002,6,14,0
0,me232a.sct,2002,6,14,0
0,me235a.sct,2002,6,14,0
0,me236a.sct,2002,6,14,0
0,me237a.sct,2002,6,14,0
0,me238a.sct,2002,6,14,0
0,me239a.sct,2002,6,14,0
0,me240a.sct,2002,6,14,0
0,me241a.sct,2002,6,14,0
0,me242a.sct,2002,6,14,0
0,me243a.sct,2002,6,14,0
0,me244a.sct,2002,6,14,0
0,me246a.sct,2002,6,14,0
0,me247a.sct,2002,6,14,0
0,me249a.sct,2002,6,14,0
0,me250a.sct,2002,6,14,0
0,me251a.sct,2002,6,14,0
0,me253a.sct,2002,6,14,0
0,me260a.sct,2002,6,14,0
0,me292a.sct,2002,6,14,0
0,me297a.sct,2002,6,14,0
0,me298a.sct,2002,6,14,0
0,me299a.sct,2002,6,14,0
0,ME355A.sct,2000,6,27,2
0,ME398A.sct,2000,6,27,0
0,me500a.sct,2002,6,14,0
0,me501a.sct,2002,6,14,0
0,me503a.sct,2002,6,14,0
0,me504a.sct,2002,6,14,0
0,me506a.sct,2002,6,14,0
0,me507a.sct,2002,6,14,0
0,me509a.sct,2002,6,14,0
0,me510a.sct,2002,6,14,0
0,me513a.sct,2002,6,14,0
0,me514a.sct,2002,6,14,0
0,me515a.sct,2002,6,14,0
0,me518a.sct,2002,6,14,0
0,me519a.sct,2002,6,14,0
0,me520a.sct,2002,6,14,0
0,me521a.sct,2002,6,14,0
0,me522a.sct,2002,6,14,0
0,me523a.sct,2002,6,14,0
0,me524a.sct,2002,6,14,0
0,me525a.sct,2002,6,14,0
0,me527a.sct,2002,6,14,0
0,me530a.sct,2002,6,14,0
0,me531a.sct,2002,6,14,0
0,me532a.sct,2002,6,14,0
0,me535a.sct,2002,6,14,0
0,me537a.sct,2002,6,14,0
0,me538a.sct,2002,6,14,0
0,me540a.sct,2002,6,14,0
0,me541a.sct,2002,6,14,0
0,me542a.sct,2002,6,14,0
0,me543a.sct,2002,6,14,0
0,me544a.sct,2002,6,14,0
0,me545a.sct,2002,6,14,0
0,me547a.sct,2002,6,14,0
0,me550a.sct,2002,6,14,0
0,me551a.sct,2002,6,14,0
0,me552a.sct,2002,6,14,0
0,me553a.sct,2002,6,14,0
0,me554a.sct,2002,6,14,0
0,me555a.sct,2002,6,14,0
0,me556a.sct,2002,6,14,0
0,me557a.sct,2002,6,14,0
0,me558a.sct,2002,6,14,0
0,me559a.sct,2002,6,14,0
0,me560a.sct,2002,6,14,0
0,me561a.sct,2002,6,14,0
0,me562a.sct,2002,6,14,0
0,me563a.sct,2002,6,14,0
0,me564a.sct,2002,6,14,0
0,me565a.sct,2002,6,14,0
0,me566a.sct,2002,6,14,0
0,me567a.sct,2002,6,14,0
0,me568a.sct,2002,6,14,0
0,me569a.sct,2002,6,14,0
0,me570a.sct,2002,6,14,0
0,me571a.sct,2002,6,14,0
0,me572a.sct,2002,6,14,0
0,me573a.sct,2002,6,14,0
0,me574a.sct,2002,6,14,0
0,me575a.sct,2002,6,14,0
0,me576a.sct,2002,6,14,0
0,me577a.sct,2002,6,14,0
0,me578a.sct,2002,6,14,0
0,me579a.sct,2002,6,14,0
0,me580a.sct,2002,6,14,0
0,me581a.sct,2002,6,14,0
0,me582a.sct,2002,6,14,0
0,me583a.sct,2002,6,14,0
