Entry ID,EU SOT Pos,[Entry GB Name],PC Flags,[V],[A],[F],[D],[E],[G],Sell%,EU Order 1,EU Order 2,Buy,Trait 1 ID,[Trait 1 Name],Pad 1,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 2,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 3,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 4,Trait 4 Value,Pad 5,Pad 6,[GB Descr Str]
160,0x802c6cbc,Gemstone Ring,0b00111010,X,X,X,"",X,"",50,1,23,150,18,MagDef,0,21,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A finely crafted ring engraved with runes,
that protect the wearer against magic."
161,0x802c6ccc,Prophet's Sand,0b00111010,X,X,X,"",X,"",50,3,39,890,18,MagDef,0,63,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A ring created from enchanted sand found around
Moon Stones. Protects the wearer against Magic."
162,0x802c6cdc,Meditation Ring,0b00111010,X,X,X,"",X,"",50,0,33,100,1,Will,0,8,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A ring crafted from weaving the sprigs of magic
trees. Increases the wearer's Will."
163,0x802c6cec,Moondust Ring,0b00111010,X,X,X,"",X,"",50,4,35,1530,1,Will,0,48,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A ring decorated with tiny shards of Moon
Stones. Increases Will."
164,0x802c6cfc,Lover's Ring,0b00111010,X,X,X,"",X,"",50,2,30,300,18,MagDef,0,12,1,Will,0,12,-1,None,0,0,-1,None,0,0,0,0,"A finely crafted ring that depicts two lovers
embracing. Increases Magic Defense and Will."
165,0x802c6d0c,Jade Swirl Ring,0b00111010,X,X,X,"",X,"",50,5,29,2960,18,MagDef,0,45,1,Will,0,45,-1,None,0,0,-1,None,0,0,0,0,"A ring decorated with two drops of liquid jade.
Increases Magic Defense and Will."
166,0x802c6d1c,Cupil Ring,0b00001000,"","",X,"","","",100,6,14,10000,49,Unconscious,0,-5,37,Silver,0,-5,18,MagDef,0,100,1,Will,0,100,0,0,"A ring that looks like Cupil. Boosts Spirit and
Resistance to Silver Attacks, and Eterni Magic."
167,0x802c6d28,Warrior's Heart,0b00111010,X,X,X,"",X,"",100,7,59,10,77,Recover SP,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A ring with a glowing gem, that allows the user
to recover Spirit during battle."
168,0x802c6d38,Throkryn's Scale,0b00110101,X,X,"",X,"",X,50,8,55,300,16,Attack,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A weapon modification made from a Throkryn.
Raises Attack Power."
169,0x802c6d4c,Thryllak's Scale,0b00110101,X,X,"",X,"",X,50,9,56,2300,16,Attack,0,36,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"A scale of a Thryllak, an animal even deadlier
than the Throkryn. Raises Attack Power."
170,0x802c6d60,Marocca's Shell,0b00110101,X,X,"",X,"",X,50,10,32,130,17,Defense,0,6,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"The shell of a large primitive crustacean.
Improves Defense."
171,0x802c6d70,Burocca's Shell,0b00110101,X,X,"",X,"",X,50,11,6,1920,17,Defense,0,36,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"The shell of a Burocca, even harder than that
of the Marocca. Improves Defense."
172,0x802c6d80,Crylhound's Claw,0b00110101,X,X,"",X,"",X,50,12,13,420,19,Hit%,0,20,16,Attack,0,2,-1,None,0,0,-1,None,0,0,0,0,"A weapon modification used by Valuan Soldiers.
Improves Hit%, and Attack Power."
173,0x802c6d94,Hunter's Hand,0b00110101,X,X,"",X,"",X,50,13,25,1010,19,Hit%,0,40,16,Attack,0,4,-1,None,0,0,-1,None,0,0,0,0,"A gauntlet worn by Ixa'takan men while hunting. 
Improves Hit% and Attack Power."
174,0x802c6da4,Thief's Aura,0b00111101,X,X,X,X,"",X,50,14,54,330,20,Dodge%,0,10,17,Defense,0,2,-1,None,0,0,-1,None,0,0,0,0,"A ring with a black stone that improves the
wearer's Dodge% and Defense."
175,0x802c6db4,Quetya Feather,0b00111101,X,X,X,X,"",X,50,15,40,810,20,Dodge%,0,20,17,Defense,0,4,-1,None,0,0,-1,None,0,0,0,0,"A feather ornament imbued with the power of the
Quetya. Improves Dodge% and Defense."
176,0x802c6dc4,Vigoro's Chain,0b00100101,X,"","",X,"",X,50,17,58,2890,16,Attack,0,20,19,Hit%,0,30,-1,None,0,0,-1,None,0,0,0,0,"Vigoro's idea of a fashion statement. Improves
Hit% and Attack Power."
177,0x802c6dd4,Sailor's Buckler,0b00110111,X,X,"",X,X,X,50,18,43,1930,17,Defense,0,20,20,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,"A light, but small shield worn by sailors.
Improves Dodge% and Defense."
178,0x802c6de8,Warrior's Rune,0b00111001,X,X,X,"","",X,100,19,60,10,16,Attack,0,10,17,Defense,0,10,19,Hit%,0,20,20,Dodge%,0,10,0,0,"A ring with mystic engravings. Increases Attack
Power, Defense, Hit% and Dodge%."
179,0x802c6df8,Ancient Bracer,0b00110101,X,X,"",X,"",X,100,20,0,10,16,Attack,0,20,17,Defense,0,20,19,Hit%,0,40,20,Dodge%,0,20,0,0,"A bracer used by ancient gladiators. Improves
Attack Power, Defense, Hit% and Dodge%."
180,0x802c6e08,Counter Bracer,0b00110101,X,X,"",X,"",X,100,21,10,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0,0,"Improves physical attributes slightly, as well
as Counterattacking, Attack Power and Hit%."
181,0x802c6e18,Defensive Aura,0b00111111,X,X,X,X,X,X,100,22,15,10,65,Block Attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,"Renders the wearer invulnerable to normal
Attacks, and improves Defense as well."
