Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x3fc,46,Shift_JIS,Metrowerks Target Resident Kernel for PowerPC
1,0x2a9820,18,Shift_JIS,"
OSDumpHeap(%d):
"
2,0x2a9834,18,Shift_JIS,"--------Inactive
"
3,0x2a9848,26,Shift_JIS,"addr	size		end	prev	next
"
4,0x2a9864,19,Shift_JIS,"--------Allocated
"
5,0x2a9878,22,Shift_JIS,"%4d:	%x	%5d	%x	%x	%x
"
6,0x2a9890,14,Shift_JIS,"--------Free
"
7,0x2a98a0,36,Shift_JIS,OSCheckHeap: Failed HeapArray in %d
8,0x2a98c4,55,Shift_JIS,OSCheckHeap: Failed 0 <= heap && heap < NumHeaps in %d
9,0x2a98fc,40,Shift_JIS,OSCheckHeap: Failed 0 <= hd->size in %d
10,0x2a9924,79,Shift_JIS,OSCheckHeap: Failed hd->allocated == NULL || hd->allocated->prev == NULL in %d
11,0x2a9974,62,Shift_JIS,"OSCheckHeap: Failed InRange(cell, ArenaStart, ArenaEnd) in %d"
12,0x2a99b4,55,Shift_JIS,"OSCheckHeap: Failed OFFSET(cell, ALIGNMENT) == 0 in %d"
13,0x2a99ec,73,Shift_JIS,OSCheckHeap: Failed cell->next == NULL || cell->next->prev == cell in %d
14,0x2a9a38,51,Shift_JIS,OSCheckHeap: Failed MINOBJSIZE <= cell->size in %d
15,0x2a9a6c,61,Shift_JIS,"OSCheckHeap: Failed OFFSET(cell->size, ALIGNMENT) == 0 in %d"
16,0x2a9aac,57,Shift_JIS,OSCheckHeap: Failed 0 < total && total <= hd->size in %d
17,0x2a9ae8,69,Shift_JIS,OSCheckHeap: Failed hd->free == NULL || hd->free->prev == NULL in %d
18,0x2a9b30,95,Shift_JIS,OSCheckHeap: Failed cell->next == NULL || (char*) cell + cell->size < (char*) cell->next in %d
19,0x2a9b90,44,Shift_JIS,OSCheckHeap: Failed total == hd->size in %d
20,0x2a9c40,9,Shift_JIS,%s%s.STD
21,0x2a9c50,17,Shift_JIS,/sound/m0367.mlt
22,0x2a9c64,29,Shift_JIS,Would you like to try again?
23,0x2a9c84,17,Shift_JIS,I never give up!
24,0x2a9c98,11,Shift_JIS,ME090A.sct
25,0x2a9ca4,20,Shift_JIS,/sound/m04%02d.samp
26,0x2a9cc4,10,Shift_JIS,s%03d.sml
27,0x2a9cd0,10,Shift_JIS,s%03d.sst
28,0x2a9cdc,12,Shift_JIS,stsicon.mld
29,0x2a9ce8,14,Shift_JIS,s%02d%02d.mld
30,0x2a9cf8,14,Shift_JIS,s%03d%02d.mld
31,0x2a9d08,9,Shift_JIS,/battle/
