Entry ID,[Filter],Year,Month,Day,Version
0,ME002X.SCT,2000,2,28,2
0,ME002Y.SCT,2000,3,3,1
0,ME002Z.SCT,2000,3,3,1
0,ME099A.SCT,2000,2,28,2
0,ME103X.SCT,2000,2,28,1
0,ME103Y.SCT,2000,2,28,1
0,ME199A.SCT,2000,2,28,1
0,ME199B.SCT,2000,2,28,1
0,ME199C.SCT,2000,2,28,1
0,ME199D.SCT,2000,2,28,1
0,ME199E.SCT,2000,2,28,1
0,ME202Z.SCT,2000,2,28,1
0,ME400X.SCT,2000,2,28,2
0,ME401X.SCT,2000,2,28,1
0,ME402X.SCT,2000,1,27,1
0,ME403X.SCT,2000,2,28,2
0,ME404X.SCT,2000,2,28,1
0,ME405X.SCT,2000,2,28,1
0,ME406X.SCT,2000,2,28,2
