Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x30,17,Shift_JIS,Lib Handle Start
1,0x4c68,5,Shift_JIS,SEGA
2,0x2aba68,46,Shift_JIS,"
syStart Ver 1.17 Build:Dec 01 1999 12:17:57
"
3,0x2aba98,19,Shift_JIS,No Memory Card !!!
4,0x2abaac,29,Shift_JIS,Memory Card Format Error !!!
5,0x2abacc,10,Shift_JIS,ARES_SAVE
6,0x2abad8,13,Shift_JIS,アレスセーブ
7,0x2abae8,34,Shift_JIS,Memory Card Image Creat Error !!!
8,0x2abb0c,35,Shift_JIS,Memory Card Free Size Is Small !!!
9,0x2abb30,27,Shift_JIS,Memory Card Save Error !!!
10,0x2abb4c,29,Shift_JIS,Memory Card SAVE 2 Error !!!
11,0x2abb6c,34,Shift_JIS,Memory Card Load Status Error !!!
12,0x2abb90,29,Shift_JIS,Memory Card Load 1 Error !!!
13,0x2abbb0,29,Shift_JIS,Memory Card Load 2 Error !!!
14,0x2abbd0,3,Shift_JIS,rb
15,0x2abbe8,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER
16,0x2abc04,24,Shift_JIS,Sound Driver Read Error
17,0x2abc1c,21,Shift_JIS,Sound Lib Init Error
18,0x2abc34,29,Shift_JIS,Sound Mem Block Create Error
19,0x2abc54,28,Shift_JIS,Sound Mem Block Param Error
20,0x2abc70,21,Shift_JIS,Sound Drv Init Error
21,0x2abc88,30,Shift_JIS,Sound Mem Block Destroy Error
22,0x2abca8,26,Shift_JIS,Sound MLT Down Load Error
23,0x2abcc4,32,Shift_JIS,Sound Bank Data Down Load Error
24,0x2abce4,19,Shift_JIS,Sound Fx Set Error
25,0x2abcf8,23,Shift_JIS,Sound MIDI Close Error
26,0x2abd10,23,Shift_JIS,Sound SHOT Close Error
27,0x2abd28,22,Shift_JIS,Sound PCM Close Error
28,0x2abd40,23,Shift_JIS,Sound Get Status Error
29,0x2abd58,27,Shift_JIS,Sound Midi Reset Prm Error
30,0x2abd74,27,Shift_JIS,Sound Shot Reset Prm Error
31,0x2abd90,26,Shift_JIS,Sound PCM Reset Prm Error
32,0x2abdac,17,Shift_JIS,Sound Play Error
33,0x2abdc0,11,Shift_JIS,Bank Error
34,0x2abdcc,26,Shift_JIS,Sound PCM Down Load Error
35,0x2abde8,23,Shift_JIS,Sound Pcm Status Error
36,0x2abe00,21,Shift_JIS,Sound Pcm Play Error
37,0x2abe18,23,Shift_JIS,Sound MIDI Pause Error
38,0x2abe30,22,Shift_JIS,Sound MIDI Fade Error
39,0x2abe48,22,Shift_JIS,Sound SHOT Fade Error
40,0x2abe60,21,Shift_JIS,Sound PCM Fade Error
41,0x2abe78,3,Shift_JIS,%s
42,0x2abe7c,5,Shift_JIS,GAME
43,0x2abe85,7,Shift_JIS,CAMERA
44,0x2abe8e,8,Shift_JIS,LIGHT 0
45,0x2abe97,8,Shift_JIS,LIGHT 1
46,0x2abea0,8,Shift_JIS,LIGHT 2
47,0x2abea9,9,Shift_JIS,MURABITO
48,0x2abeb4,15,Shift_JIS,DEBUG MODE   -
49,0x2abec4,15,Shift_JIS,Calc Vertex  -
50,0x2abed4,15,Shift_JIS,Calc Polygon -
51,0x2abee4,15,Shift_JIS,Draw Polygon -
52,0x2abef4,15,Shift_JIS,FPS          -
53,0x2abf04,15,Shift_JIS,TEXTURE      -
54,0x2abf14,15,Shift_JIS,VIEW POS     -
55,0x2abf24,15,Shift_JIS,PURSUIT POS  -
56,0x2abf34,15,Shift_JIS,VIEW ANG     -
57,0x2abf44,15,Shift_JIS,PURSUIT ANG  -
58,0x2abf54,15,Shift_JIS,DISTANCE     -
59,0x2abf64,15,Shift_JIS,PERS         -
60,0x2abf74,15,Shift_JIS,LIGHT NUM    -
61,0x2abf84,15,Shift_JIS,LIGHT POS    -
62,0x2abf94,15,Shift_JIS,LIGHT VECTOR -
63,0x2abfa4,15,Shift_JIS,AMBIENT      -
64,0x2abfb4,15,Shift_JIS,DEFFUSE      -
65,0x2abfc4,15,Shift_JIS,SPECULAR     -
66,0x2abfd4,19,Shift_JIS,UP    - PLAYER Z +
67,0x2abfe8,19,Shift_JIS,DOWN  - PLAYER Z -
68,0x2abffc,19,Shift_JIS,LEFT  - PLAYER X +
69,0x2ac010,19,Shift_JIS,RIGHT - PLAYER X -
70,0x2ac024,27,Shift_JIS,L BTN - VIEW 45 LEFT  TURN
71,0x2ac040,27,Shift_JIS,R BTN - VIEW 45 RIGHT TURN
72,0x2ac05c,25,Shift_JIS,X BTN - VIEW MODE CHANGE
73,0x2ac078,30,Shift_JIS,Y BTN - DEBUG INDICATE SWITCH
74,0x2ac098,26,Shift_JIS,Z BTN - DEBUG MODE CHANGE
75,0x2ac0b4,23,Shift_JIS,START - DUNGEON CHANGE
76,0x2ac0cc,23,Shift_JIS,UP    - PLAYER ADVANCE
77,0x2ac0e4,25,Shift_JIS,LEFT  - PLAYER TURN LEFT
78,0x2ac100,26,Shift_JIS,RIGHT - PLAYER TURN RIGHT
79,0x2ac11c,25,Shift_JIS,L BTN - VIEW MODE CHANGE
80,0x2ac138,17,Shift_JIS,UP    - X ROLL -
81,0x2ac14c,17,Shift_JIS,DOWN  - X ROLL +
82,0x2ac160,17,Shift_JIS,LEFT  - Y ROLL -
83,0x2ac174,17,Shift_JIS,RIGHT - Y ROLL +
