Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x30,17,Shift_JIS,Lib Handle Start
1,0x4c88,5,Shift_JIS,SEGA
2,0x2e616c,46,Shift_JIS,"
syStart Ver 1.17 Build:Dec 01 1999 12:17:57
"
3,0x2e619c,19,Shift_JIS,No Memory Card !!!
4,0x2e61b0,29,Shift_JIS,Memory Card Format Error !!!
5,0x2e61d0,10,Shift_JIS,ARES_SAVE
6,0x2e61dc,13,Shift_JIS,アレスセーブ
7,0x2e61ec,34,Shift_JIS,Memory Card Image Creat Error !!!
8,0x2e6210,35,Shift_JIS,Memory Card Free Size Is Small !!!
9,0x2e6234,27,Shift_JIS,Memory Card Save Error !!!
10,0x2e6250,29,Shift_JIS,Memory Card SAVE 2 Error !!!
11,0x2e6270,34,Shift_JIS,Memory Card Load Status Error !!!
12,0x2e6294,29,Shift_JIS,Memory Card Load 1 Error !!!
13,0x2e62b4,29,Shift_JIS,Memory Card Load 2 Error !!!
14,0x2e62d4,3,Shift_JIS,rb
15,0x2e62ec,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER
16,0x2e6308,24,Shift_JIS,Sound Driver Read Error
17,0x2e6320,21,Shift_JIS,Sound Lib Init Error
18,0x2e6338,29,Shift_JIS,Sound Mem Block Create Error
19,0x2e6358,28,Shift_JIS,Sound Mem Block Param Error
20,0x2e6374,21,Shift_JIS,Sound Drv Init Error
21,0x2e638c,30,Shift_JIS,Sound Mem Block Destroy Error
22,0x2e63ac,26,Shift_JIS,Sound MLT Down Load Error
23,0x2e63c8,32,Shift_JIS,Sound Bank Data Down Load Error
24,0x2e63e8,19,Shift_JIS,Sound Fx Set Error
25,0x2e63fc,23,Shift_JIS,Sound MIDI Close Error
26,0x2e6414,23,Shift_JIS,Sound SHOT Close Error
27,0x2e642c,22,Shift_JIS,Sound PCM Close Error
28,0x2e6444,23,Shift_JIS,Sound Get Status Error
29,0x2e645c,27,Shift_JIS,Sound Midi Reset Prm Error
30,0x2e6478,27,Shift_JIS,Sound Shot Reset Prm Error
31,0x2e6494,26,Shift_JIS,Sound PCM Reset Prm Error
32,0x2e64b0,17,Shift_JIS,Sound Play Error
33,0x2e64c4,11,Shift_JIS,Bank Error
34,0x2e64d0,26,Shift_JIS,Sound PCM Down Load Error
35,0x2e64ec,23,Shift_JIS,Sound Pcm Status Error
36,0x2e6504,21,Shift_JIS,Sound Pcm Play Error
37,0x2e651c,23,Shift_JIS,Sound MIDI Pause Error
38,0x2e6534,22,Shift_JIS,Sound MIDI Fade Error
39,0x2e654c,22,Shift_JIS,Sound SHOT Fade Error
40,0x2e6564,26,Shift_JIS,Sound PCM Fade Error Left
41,0x2e6580,27,Shift_JIS,Sound PCM Fade Error Right
42,0x2e659c,8,Shift_JIS,\sound\
43,0x2e65a4,3,Shift_JIS,%s
44,0x2e65a8,5,Shift_JIS,GAME
45,0x2e65b1,7,Shift_JIS,CAMERA
46,0x2e65ba,8,Shift_JIS,LIGHT 0
47,0x2e65c3,8,Shift_JIS,LIGHT 1
48,0x2e65cc,8,Shift_JIS,LIGHT 2
49,0x2e65d5,9,Shift_JIS,MURABITO
50,0x2e65e0,15,Shift_JIS,DEBUG MODE   -
51,0x2e65f0,15,Shift_JIS,Calc Vertex  -
52,0x2e6600,15,Shift_JIS,Calc Polygon -
53,0x2e6610,15,Shift_JIS,Draw Polygon -
54,0x2e6620,15,Shift_JIS,FPS          -
55,0x2e6630,15,Shift_JIS,TEXTURE      -
56,0x2e6640,15,Shift_JIS,VIEW POS     -
57,0x2e6650,15,Shift_JIS,PURSUIT POS  -
58,0x2e6660,15,Shift_JIS,VIEW ANG     -
59,0x2e6670,15,Shift_JIS,PURSUIT ANG  -
60,0x2e6680,15,Shift_JIS,DISTANCE     -
61,0x2e6690,15,Shift_JIS,PERS         -
62,0x2e66a0,15,Shift_JIS,LIGHT NUM    -
63,0x2e66b0,15,Shift_JIS,LIGHT POS    -
64,0x2e66c0,15,Shift_JIS,LIGHT VECTOR -
65,0x2e66d0,15,Shift_JIS,AMBIENT      -
66,0x2e66e0,15,Shift_JIS,DEFFUSE      -
67,0x2e66f0,15,Shift_JIS,SPECULAR     -
68,0x2e6700,19,Shift_JIS,UP    - PLAYER Z +
69,0x2e6714,19,Shift_JIS,DOWN  - PLAYER Z -
70,0x2e6728,19,Shift_JIS,LEFT  - PLAYER X +
