Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x30,17,Shift_JIS,Lib Handle Start
1,0x577c,44,Shift_JIS,"
ntInf Ver 2.00 Build:Mar 31 1999 14:13:50
"
2,0x5d88,5,Shift_JIS,SEGA
3,0x32cb00,46,Shift_JIS,"
syStart Ver 1.17 Build:Dec 01 1999 12:17:57
"
4,0x32cb30,3,Shift_JIS,rb
5,0x32cb48,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER
6,0x32cb64,24,Shift_JIS,Sound Driver Read Error
7,0x32cb7c,21,Shift_JIS,Sound Lib Init Error
8,0x32cb94,29,Shift_JIS,Sound Mem Block Create Error
9,0x32cbb4,28,Shift_JIS,Sound Mem Block Param Error
10,0x32cbd0,21,Shift_JIS,Sound Drv Init Error
11,0x32cbe8,30,Shift_JIS,Sound Mem Block Destroy Error
12,0x32cc08,21,Shift_JIS,MIDI PORT OPEN ERROR
13,0x32cc20,21,Shift_JIS,MIDI PORT STOP ERROR
14,0x32cc38,22,Shift_JIS,MIDI PORT RESET ERROR
15,0x32cc50,28,Shift_JIS,Sound sdSysSetSlotMax Error
16,0x32cc6c,26,Shift_JIS,Sound MLT Down Load Error
17,0x32cc88,5,Shift_JIS,SMSB
18,0x32cc90,5,Shift_JIS,SMPB
19,0x32cc98,23,Shift_JIS,MLT File Is Illegal %s
20,0x32ccb0,32,Shift_JIS,Sound Bank Data Down Load Error
21,0x32ccd0,19,Shift_JIS,Sound Fx Set Error
22,0x32cce4,24,Shift_JIS,MIDI RELEASE MODE ERROR
23,0x32ccfc,23,Shift_JIS,Sound SHOT Close Error
24,0x32cd14,22,Shift_JIS,Sound PCM Close Error
25,0x32cd2c,13,Shift_JIS,Bank 0 Error
26,0x32cd3c,23,Shift_JIS,Sound Get Status Error
27,0x32cd54,27,Shift_JIS,Sound Midi Reset Prm Error
28,0x32cd70,27,Shift_JIS,Sound Shot Reset Prm Error
29,0x32cd8c,26,Shift_JIS,Sound PCM Reset Prm Error
30,0x32cda8,17,Shift_JIS,Sound Play Error
31,0x32cdbc,11,Shift_JIS,Bank Error
32,0x32cdc8,26,Shift_JIS,Sound PCM Down Load Error
33,0x32cde4,23,Shift_JIS,Sound Pcm Status Error
34,0x32cdfc,21,Shift_JIS,Sound Pcm Play Error
35,0x32ce14,23,Shift_JIS,Sound MIDI Pause Error
36,0x32ce2c,22,Shift_JIS,Sound MIDI Fade Error
37,0x32ce44,22,Shift_JIS,Sound SHOT Fade Error
38,0x32ce5c,26,Shift_JIS,Sound PCM Fade Error Left
39,0x32ce78,27,Shift_JIS,Sound PCM Fade Error Right
40,0x32ce94,8,Shift_JIS,\sound\
41,0x32ce9c,25,Shift_JIS,MLT FAST HANDLE IS EMPTY
42,0x32ceb8,22,Shift_JIS,MLT FAST HANDLE ERROR
43,0x32ced0,3,Shift_JIS,%s
44,0x32ced4,5,Shift_JIS,GAME
45,0x32cedd,7,Shift_JIS,CAMERA
46,0x32cee6,8,Shift_JIS,LIGHT 0
47,0x32ceef,8,Shift_JIS,LIGHT 1
48,0x32cef8,8,Shift_JIS,LIGHT 2
49,0x32cf01,9,Shift_JIS,MURABITO
50,0x32cf0c,15,Shift_JIS,DEBUG MODE   -
51,0x32cf1c,15,Shift_JIS,Calc Vertex  -
52,0x32cf2c,15,Shift_JIS,Calc Polygon -
53,0x32cf3c,15,Shift_JIS,Draw Polygon -
54,0x32cf4c,15,Shift_JIS,FPS          -
55,0x32cf5c,15,Shift_JIS,TEXTURE      -
56,0x32cf6c,15,Shift_JIS,VIEW POS     -
57,0x32cf7c,15,Shift_JIS,PURSUIT POS  -
58,0x32cf8c,15,Shift_JIS,VIEW ANG     -
59,0x32cf9c,15,Shift_JIS,PURSUIT ANG  -
60,0x32cfac,15,Shift_JIS,DISTANCE     -
61,0x32cfbc,15,Shift_JIS,PERS         -
62,0x32cfcc,15,Shift_JIS,LIGHT NUM    -
63,0x32cfdc,15,Shift_JIS,LIGHT POS    -
64,0x32cfec,15,Shift_JIS,LIGHT VECTOR -
65,0x32cffc,15,Shift_JIS,AMBIENT      -
66,0x32d00c,15,Shift_JIS,DEFFUSE      -
67,0x32d01c,15,Shift_JIS,SPECULAR     -
68,0x32d02c,19,Shift_JIS,UP    - PLAYER Z +
69,0x32d040,19,Shift_JIS,DOWN  - PLAYER Z -
70,0x32d054,19,Shift_JIS,LEFT  - PLAYER X +
71,0x32d068,19,Shift_JIS,RIGHT - PLAYER X -
72,0x32d07c,27,Shift_JIS,L BTN - VIEW 45 LEFT  TURN
73,0x32d098,27,Shift_JIS,R BTN - VIEW 45 RIGHT TURN
74,0x32d0b4,25,Shift_JIS,X BTN - VIEW MODE CHANGE
75,0x32d0d0,30,Shift_JIS,Y BTN - DEBUG INDICATE SWITCH
76,0x32d0f0,26,Shift_JIS,Z BTN - DEBUG MODE CHANGE
77,0x32d10c,23,Shift_JIS,START - DUNGEON CHANGE
78,0x32d124,23,Shift_JIS,UP    - PLAYER ADVANCE
79,0x32d13c,25,Shift_JIS,LEFT  - PLAYER TURN LEFT
80,0x32d158,26,Shift_JIS,RIGHT - PLAYER TURN RIGHT
81,0x32d174,25,Shift_JIS,L BTN - VIEW MODE CHANGE
82,0x32d190,17,Shift_JIS,UP    - X ROLL -
83,0x32d1a4,17,Shift_JIS,DOWN  - X ROLL +
84,0x32d1b8,17,Shift_JIS,LEFT  - Y ROLL -
