Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Ship flags,[LJ0],[LJ1],[D0],[D1],[D2],Type ID,[Type name],Element ID,[Element name],Pad. #0,Attack,Hit%,Limit,Spirit,Feat. ID,[Feat. name],Pad. #1,Feat. value,Pad. #2,Pad. #3,Purchase price,Pad. #4,Pad. #5,Retail price in %,Order by prio.,EU order by ABC,Pad. #6,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
400,0x8c347de0,0x1b71f,12,Hauptkanone,0x1b489,16,Cañón Principal,0x1b7e7,16,Canon Principal,0x1afa4,12,Main Cannon,48,X,X,"","","",0,Main cannon,6,Neutral,0,35,80,0,4,-1,None,0,0,0,0,450,0,0,50,0,26,0,0x16170,90,"Hauptkanone der “Little Jack”. Sie ist schon\\nrecht alt, aber Drachma hält sie in Schuss.",0x15dce,93,"Cañón Principal del Little Jack. Es bastante\\nviejo, pero Drachma lo ha conservado muy bien.",0x15fd4,85,Le canon principal du Little Jack est plutôt\\nvieux mais Drachma l'a bien entretenu.,0x15bdd,89,"The Little Jack's main cannon. It's rather old,\\nbut Drachma has kept it in great shape."
401,0x8c347dec,0x1b72b,16,Standard Cannon,0x1b499,15,Cañón Estándar,0x1b7f7,16,Canon Classique,0x1afb0,16,Standard Cannon,48,X,X,"","","",0,Main cannon,6,Neutral,0,40,83,0,4,-1,None,0,0,0,0,1000,0,0,50,1,35,0,0x161ca,86,"Hauptkanone auf Valua-Kriegsschiffen,\\nmanchmal auch auf dem Schwarzmarkt erhältlich.",0x15e2b,84,Se usa normalmente en los Acorazados Valuan\\ny puede comprarse en el mercado negro.,0x16029,94,"Le canon principal utilisé sur les Vaisseaux de\\nGuerre Valuan, parfois vendu au Marché Noir.",0x15c36,83,"The main cannon used on Valuan Warships,\\nsometimes available on the Black Market."
402,0x8c347dfc,0x1b73b,13,Heavy Cannon,0x1b4a8,13,Cañón Pesado,0x1b807,12,Canon Lourd,0x1afc0,13,Heavy Cannon,48,X,X,"","","",0,Main cannon,6,Neutral,0,45,85,0,5,-1,None,0,0,0,0,1900,0,0,50,2,21,0,0x16220,89,"Aufgerüstete Standard-Valua-Kanone, auf leichten\\nKriegsschiffen in Mid Ocean verwendet.",0x15e7f,87,Versión avanzada del Cañón Estándar.\\nSe usa en los buques de guerra del Océano Medio.,0x16087,92,"Un canon Valuan Classique amélioré, utilisé\\nsur les vaisseaux légers dans l'Océan Central.",0x15c89,89,"An upgraded version of the Standard Valuan\\nCannon, used on light warships in Mid Ocean."
403,0x8c347e0c,0x1b748,14,G-Type Cannon,0x1b4b5,13,Cañón Tipo-G,0x1b813,13,Canon Type-G,0x1afcd,14,G-Type Cannon,48,X,X,"","","",0,Main cannon,6,Neutral,0,50,85,0,5,-1,None,0,0,0,0,3000,0,0,70,3,18,0,0x16279,93,"Auf Armada-Schiffen beim Sieg über Ixa'taka\\nverwendete Kanonen. Etwas veraltet, aber stark.",0x15ed6,94,"Cañones con los que los navíos de la Armada\\nvencieron a Ixa'taka. Anticuados, pero potentes.",0x160e3,85,Ont été utilisés par l'Armada pour\\nvaincre Ixa'taka. Un peu désuets mais puissants.,0x15ce2,93,"Cannons used on Armada ships, when they defeated\\nIxa'taka. Slightly outdated, but powerful."
404,0x8c347e1c,0x1b756,14,B-Type Cannon,0x1b4c2,13,Cañón Tipo-B,0x1b820,13,Canon Type-B,0x1afdb,14,B-Type Cannon,48,X,X,"","","",0,Main cannon,6,Neutral,0,75,90,0,6,-1,None,0,0,0,0,4000,0,0,50,4,13,0,0x162d6,76,"Aufgerüstete Kanone vom G-Typ, mit demselben\\nDesign, aber mehr Feuerkraft.",0x15f34,96,"Versión avanzada del Cañón Tipo-G. Sus diseños\\nson iguales, pero con mayor potencia de fogueo.",0x16138,94,"Version améliorée du Canon Type-G, de style\\nidentique avec une plus grande puissance de feu.",0x15d3f,94,"An upgraded version of the G-Type Cannon, with\\nthe same basic design, but greater firepower."
405,0x8c347e2c,0x1b764,17,Prototype Cannon,0x1b4cf,16,Cañón Prototipo,0x1b82d,16,Canon Prototype,0x1afe9,17,Prototype Cannon,14,"","",X,X,X,0,Main cannon,6,Neutral,0,100,85,0,6,-1,None,0,0,0,0,5000,0,0,50,5,31,0,0x16322,79,"Drehbare Kanone, die Ziele verfolgen kann,\\naber nicht viel Schaden anrichtet.",0x15f94,88,Cañón rotante que localiza y sigue la pista de\\nlos enemigos. No causa mucho deterioro.,0x16196,78,"Un canon rotatif qui peut traquer les cibles\\nennemies, mais peu destructeur.",0x15d9d,77,"A rotating cannon that can track enemy targets,\\nbut doesn't do much damage."
406,0x8c347e40,0x1b775,16,Advanced Cannon,0x1b4df,15,Cañón Avanzado,0x1b83d,16,Canon Supérieur,0x1affa,16,Advanced Cannon,14,"","",X,X,X,0,Main cannon,6,Neutral,0,150,90,0,7,-1,None,0,0,0,0,5500,0,0,50,6,10,0,0x16371,91,"Neue, drehbare Kanone, für Valua-Zerstörer ent-\\nwickelt. Auf dem Schwarzmarkt erhältlich.",0x15fec,94,"Cañón principal rotante, se usa en destructores\\nValuan. Está disponible en el mercado negro.",0x161e4,93,Nouveau canon rotatif principal développé pour\\nles destroyers Valuan. Vendu au Marché Noir.,0x15dea,92,A new rotating main cannon developed for Valuan\\nDestroyers. Available on the Black Market.
407,0x8c347e50,0x1b785,14,Yamato Spirit,0x1b4ee,16,Espíritu Yamato,0x1b84d,14,Esprit Yamato,0x1b00a,14,Yamato Spirit,14,"","",X,X,X,0,Main cannon,6,Neutral,0,250,90,0,8,-1,None,0,0,0,0,6700,0,0,70,7,39,0,0x163cc,78,"Große, mächtige Kanone, in der traditionellen\\nYafutoman-Technik hergestellt.",0x1604a,84,Cañón grande y potente. Está fabricado\\nsiguiendo la tradición artesanal Yafutoman.,0x16241,74,Un grand canon puissant réalisé selon la\\ntradition artisanale Yafutoman.,0x15e46,75,A large and powerful cannon based on traditional\\nYafutoman craftsmanship.
408,0x8c347e60,0x1b793,15,Ancient Cannon,0x1b4fe,16,Cañón Ancestral,0x1b85b,13,Canon Ancien,0x1b018,15,Ancient Cannon,14,"","",X,X,X,0,Main cannon,6,Neutral,0,300,95,0,9,-1,None,0,0,0,0,8500,0,0,50,8,11,0,0x1641a,52,Haltbare Kanone aus altem Metall der Alten Welt.\\n ,0x1609e,81,Resistente cañón construido con metales\\nantiguos procedentes del Mundo Antiguo.,0x1628b,61,Un canon solide fabriqué avec des métaux\\nde l'Ancien Monde.,0x15e91,63,A durable cannon made from ancient metals from\\nthe Old World.
409,0x8c347e70,0x1b7a2,9,X Cannon,0x1b50e,8,Cañón X,0x1b868,8,Canon X,0x1b027,9,X Cannon,14,"","",X,X,X,0,Main cannon,6,Neutral,0,400,97,0,10,-1,None,0,0,0,0,11000,0,0,0,9,38,0,0x1644e,85,"Sehr große Kanone, mit der große Schiffe kleine\\nSchiffe vom Himmel schießen können.",0x160ef,96,Enorme cañón que permite a los navíos grandes\\ndestruir las naves pequeñas que surcan el cielo.,0x162c8,90,Un gros canon qui permet aux vaisseaux lourds\\nde tirer meilleur parti de leur puissance.,0x15ed0,84,A very large cannon that enables large ships to \\nblast small ships out of the sky.
410,0x8c347e7c,0x1b7ab,9,3”Cannon,0x1b516,9,Cañón 3”,0x1b870,10,"Canon 3"" ",0x1b030,10,"3"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,70,80,1,2,-1,None,0,0,0,0,700,0,0,50,10,6,0,0x164a3,51,Kleinkalibrige Zusatzkanone für kleinere\\nSchiffe.,0x1614f,73,Cañón secundario de pequeño calibre\\npara uso en navíos de menor tamaño.,0x16322,70,Un canon secondaire de petit calibre adapté\\naux plus petits navires.,0x15f24,54,A small caliber secondary cannon for smaller \\nships.
411,0x8c347e88,0x1b7b4,9,3”Cannon,0x1b51f,13,Explosivo 3”,0x1b87a,12,"Blaster 3"" ",0x1b03a,10,"3"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,80,83,1,2,-1,None,0,0,0,0,1015,0,0,50,11,5,0,0x164d6,77,"Zusatzkanone für die ""Little Jack"". Aufgerüstete\\nVersion der 3-Zoll-Kanone.",0x16198,84,Cañón secundario del Little Jack. Es una\\nversión avanzada del cañón de 3 pulgadas.,0x16368,82,Un canon secondaire pour le Little Jack. Version\\naméliorée du Canon de 3 pouces.,0x15f5a,83,A secondary cannon for the Little Jack. An\\nupgraded version of the 3 Inch Cannon.
412,0x8c347e94,0x1b7bd,9,5”Cannon,0x1b52c,9,Cañón 5”,0x1b886,10,"Canon 5"" ",0x1b044,10,"5"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,90,80,1,3,-1,None,0,0,0,0,1330,0,0,50,12,8,0,0x16523,79,"Zusatzkanone für die ""Little Jack"". Leistungs-\\nfähiger als die 3-Zoll-Kanone.",0x161ec,76,Cañón secundario del Little Jack. Más\\npoderoso que el cañón de 3 pulgadas.,0x163ba,82,Un canon secondaire pour le Little Jack. Plus\\npuissant que le Canon de 3 pouces.,0x15fad,79,A secondary cannon for the Little Jack. More\\npowerful than the 3 Inch Cannon.
413,0x8c347ea0,0x1b7c6,9,8”Cannon,0x1b535,9,Cañón 8”,0x1b890,10,"Canon 8"" ",0x1b04e,10,"8"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,100,82,2,3,-1,None,0,0,0,0,2100,0,0,50,13,9,0,0x16572,75,Zusatzkanone für die “Little Jack”.\\nModifizierte Version der Hauptkanone.,0x16238,91,Cañón secundario del Little Jack. Viene a ser\\nuna versión modificada del Cañón Principal.,0x1640c,83,Un canon secondaire pour le Little Jack.\\nUne version modifiée du Canon Principal.,0x15ffc,80,A secondary cannon for the Little Jack.\\nA modified version of the Main Cannon.
