Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Ship flags,Pad. #0,[Little Jack #1],[Little Jack #2],[Delphinus #1],[Delphinus #2],[Delphinus #3],[借ジャンク船],Feat. #0 ID,[Feat. #0 name],Pad. #1,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #2,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #3,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #4,Feat. #3 value,Pad. #5,Pad. #6,Purchase price,Pad. #7,Pad. #8,Retail price in %,Order by prio.,EU order by ABC,Pad. #9,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
440,2352250932,112931,12,Rogue Figur,112279,13,Figura Rogue,113132,17,Fanion du Voleur,111024,13,Rogue Figure,62,0,X,X,X,X,X,"",3,MagDef,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,800,0,0,50,0,25,0,93784,85,"Schädel mit gekreuzten Schwertern, Symbol\nder Luftpiraten. Erhöht Magic Resistance.",92953,88,Esta calavera es el símbolo de los Piratas\nAéreos y aumenta la Resistencia a la Magia.,93508,90,"Crâne et épées croisées, symbole des pirates\nde l'Air. Accroît la résistance à la Magie.",92326,95,"A menacing skull with crossed swords, the symbol\nof the Air Pirates. Increases Magic Defense."
441,2352250948,112943,11,Pryn Figur,112292,12,Figura Pryn,113149,13,Symbole Pryn,111037,12,Pryn Figure,62,0,X,X,X,X,X,"",3,MagDef,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,2400,0,0,50,1,22,0,93869,92,Stellt einen mystischen roten Vogel dar und ist\nmit roten Federn. Erhöht Magic Resistance.,93041,91,Representa un pájaro místico de bello plumaje\nrojo que aumenta la Resistencia a la Magia.,93598,91,"Représente un oiseau mystique, décoré de plumes\nrouges. Accroît la résistance à la Magie.",92421,94,"Crafted after a mystical red bird, and decorated\nwith red feathers. Increases Magic Defense."
442,2352250960,112954,13,Pyrynn Figur,112304,14,Figura Pyrynn,113162,15,Symbole Pyrynn,111049,14,Pyrynn Figure,62,0,X,X,X,X,X,"",3,MagDef,0,45,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,4400,0,0,50,2,23,0,93961,83,"Skulptur, die den mystischen Hüter von Pyrynn\ndarstellt. Erhöht Magic Resistance.",93132,76,Basada en el mítico guardián de Pyrynn.\nAumenta la Resistencia a la Magia.,93689,91,Une sculpture fondée sur le gardien mythique de\nPyrynn. Accroît la résistance à la Magie.,92515,80,A sculpture based on the mythical guardian of\nPyrynn. Increases Magic Defense.
443,2352250976,112967,12,Urwal Figur,112318,15,Figura Ballena,113177,16,Symbole Rhaknam,111063,16,Arcwhale Figure,62,0,X,X,X,X,X,"",3,MagDef,0,60,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,4640,0,0,50,3,4,0,94044,68,"Skulptur eines Urwals, des Himmelshüters. Erhöht\nMagic Resistance.",93208,81,Representa a una ballena guardiana del\ncielo. Mejora la Resistencia a la Magia.,93780,94,"Une sculpture de la baleine légendaire, gardien\ndes cieux. Accroît la Résistance à la Magie.",92595,81,"A sculpture of an arcwhale, the guardian of the\nskies. Increases Magic Defense."
444,2352250992,112979,13,Quetya Figur,112333,14,Figura Quetya,113193,15,Symbole Quetya,111079,14,Quetya Figure,62,0,X,X,X,X,X,"",3,MagDef,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,4880,0,0,50,4,24,0,94112,94,"Skulptur einer Quetya, Gottheit der Ixa'takan.\nIhre göttliche Kraft erhöht Magic Resistance.",93289,89,"Figura de un Quetya, deidad de Ixa'taka, sus\npoderes mejoran la Resistencia a la Magia.",93874,97,"Sculpture d'un Quetya, une Déité Ixa'takan. Son\npouvoir divin accroît la résistance à la Magie.",92676,88,"A sculpture of a Quetya, an Ixa'takan Deity.\nIts divine power increases Magic Defense."
445,2352251008,112992,12,Riesenfigur,112347,15,Figura Gigante,113208,17,Symbole du Géant,111093,13,Giant Figure,62,0,X,X,X,X,X,"",3,MagDef,0,100,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,5120,0,0,50,5,16,0,94206,57,Skulptur in Form eines Riesen.\nErhöht Magic Resistance.,93378,70,Una escultura en forma de gigante.\nMejora la Resistencia a la Magia.,93971,64,Sculpture en forme de géant.\nAccroît la Résistance à la Magie.,92764,62,A sculpture in the form of a giant.\nIncreases Magic Defense.
446,2352251024,113004,14,Bluheim Figur,112362,15,Figura Bluheim,113225,16,Symbole Bluheim,111106,15,Bluheim Figure,62,0,X,X,X,X,X,"",3,MagDef,0,130,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,5360,0,0,50,6,6,0,94263,73,"Skulptur von Bluheim, dem Gigas von Yafutoman.\nErhöht Magic Resistance.",93448,74,"Figura de Bluheim, el Gigas Yafutoman.\nMejora la Resistencia a la Magia.",94035,77,"Sculpture de Bluheim, le Gigas Yafutoman.\nAccroît la Résistance à la Magie.",92826,71,"A sculpture of Bluheim, the Yafutoman Gigas.\nIncreases Magic Defense."
447,2352251040,113018,15,Göttinnenfigur,112377,16,Figura de Diosa,113241,15,Symbole Déesse,111121,15,Goddess Figure,62,0,X,X,X,X,X,"",3,MagDef,0,160,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,6800,0,0,50,7,17,0,94336,83,"Skulptur der Göttin der Liebe, des Mutes und des\nSieges. Erhöht Magic Resistance.",93522,89,"Figura de la diosa del amor, el coraje y la\nvictoria. Mejora la Resistencia a la Magia.",94112,97,"Statue de la déesse de l'amour, du courage, et\nde la victoire. Accroît la Résistance à la Magie",92897,84,"A sculpture of the goddess of love, courage,\nand victory. Increases Magic Defense."
448,2352251056,113033,11,Vyse Figur,112393,12,Figura Vyse,113256,16,Symbole de Vyse,111136,12,Vyse Figure,62,0,X,X,X,X,X,"",3,MagDef,0,190,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,8800,0,0,50,8,37,0,94419,55,Schamlose Skulptur von Vyse.\nErhöht Magic Resistance.,93611,73,Descarada copia de la imagen de Vyse.\nMejora la Resistencia a la Magia.,94209,64,Sculpture indécente de Vyse.\nAccroît la Résistance à la Magie.,92981,58,A shameless sculpture of Vyse. \nIncreases Magic Defense.
449,2352251068,113044,11,Kugelfigur,112405,16,Figura Esférica,113272,15,Symbole Sphère,111148,17,Spherical Figure,62,0,X,X,X,X,X,"",3,MagDef,0,300,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,13500,0,0,50,9,30,0,94474,42,Glühende Kugel.\nErhöht Magic Resistance.,93684,56,Esfera brillante que mejora\nla Resistencia a la Magia.,94273,57,Une sphère brillante.\nAccroît la Résistance à la Magie.,93039,44,A glowing sphere.\nIncreases Magic Defense.
