Entry ID,[Filter],[PC ID],[PC Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Ranged Speed,Close Speed
0,MA000.STD,0,Vyse,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,15.00
1,MA000.STD,0,Vyse,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.30,1.00
2,MA000.STD,0,Vyse,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA000.STD,0,Vyse,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA000.STD,0,Vyse,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA000.STD,0,Vyse,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA001.STD,1,Aika,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,15.10
1,MA001.STD,1,Aika,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.40,1.00
2,MA001.STD,1,Aika,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA001.STD,1,Aika,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA001.STD,1,Aika,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA001.STD,1,Aika,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA002.STD,2,Fina,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,15.00
1,MA002.STD,2,Fina,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.50,1.00
2,MA002.STD,2,Fina,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA002.STD,2,Fina,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA002.STD,2,Fina,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA002.STD,2,Fina,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA003.STD,3,Drachma,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.00,15.00
1,MA003.STD,3,Drachma,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.30,1.00
2,MA003.STD,3,Drachma,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA003.STD,3,Drachma,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA003.STD,3,Drachma,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA003.STD,3,Drachma,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA004.STD,4,Enrique,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,15.00
1,MA004.STD,4,Enrique,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.50,1.00
2,MA004.STD,4,Enrique,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA004.STD,4,Enrique,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA004.STD,4,Enrique,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA004.STD,4,Enrique,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA005.STD,5,Gilder,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.00,15.00
1,MA005.STD,5,Gilder,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.45,1.00
2,MA005.STD,5,Gilder,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MA005.STD,5,Gilder,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MA005.STD,5,Gilder,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MA005.STD,5,Gilder,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MA010.STD,10,Cupil,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA010.STD,10,Cupil,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA010.STD,10,Cupil,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA011.STD,11,Cupil Lance,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA011.STD,11,Cupil Lance,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA011.STD,11,Cupil Lance,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA012.STD,12,Cupil Star,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA012.STD,12,Cupil Star,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA012.STD,12,Cupil Star,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA013.STD,13,Cupicone,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA013.STD,13,Cupicone,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA013.STD,13,Cupicone,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA014.STD,14,Cupil Spear,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA014.STD,14,Cupil Spear,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA014.STD,14,Cupil Spear,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA015.STD,15,Cupil Blade,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA015.STD,15,Cupil Blade,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA015.STD,15,Cupil Blade,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA016.STD,16,Cupil Sword,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA016.STD,16,Cupil Sword,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA016.STD,16,Cupil Sword,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA017.STD,17,Cupil Cutlass,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA017.STD,17,Cupil Cutlass,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA017.STD,17,Cupil Cutlass,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA018.STD,18,Cupil Claymore,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA018.STD,18,Cupil Claymore,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA018.STD,18,Cupil Claymore,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA019.STD,19,Cupil Cannon,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA019.STD,19,Cupil Cannon,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA019.STD,19,Cupil Cannon,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA020.STD,20,Cupil Spike,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA020.STD,20,Cupil Spike,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA020.STD,20,Cupil Spike,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA021.STD,21,Cupil Weight,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA021.STD,21,Cupil Weight,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA021.STD,21,Cupil Weight,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA022.STD,22,Cupil Pan,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA022.STD,22,Cupil Pan,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA022.STD,22,Cupil Pan,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA023.STD,23,Cupil Club,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA023.STD,23,Cupil Club,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA023.STD,23,Cupil Club,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA024.STD,24,Cupil Hammer,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,0,???,0,1.00,5.00
1,MA024.STD,24,Cupil Hammer,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA024.STD,24,Cupil Hammer,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
0,MA025.STD,25,Final Cupil,0,Set Approach Speed,0,7,0,Idle 1,0b01000000000000000000000000000000,0,???,0,1.00,5.00
1,MA025.STD,25,Final Cupil,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MA025.STD,25,Final Cupil,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,0,???,0,5.00,1.00
