[Event Name],Task ID
Ms034b000,"\h(«Vyse»)There are all sorts of emergency supplies in
this box. Even on a ship as powerful as the
Delphinus, emergencies do happen, I suppose.\c"
Ms034b100,"\h(«Vyse»)It's a talking-tube, just like the ones we used
on the Albatross. This one is probably connected
with the bridge.\e"
Ms034b101,"\h(«Gilder»)Hey Vyse, this is Gilder from the bridge.
Where are you at?\c"
Ms034b001,"\h(«Vyse»)It's a talking-tube. This one is connected
with the bridge.\e"
Ms034b002,"\h(«Fina»)This is the bridge, over…
Oh… Vyse, it's you. Are you enjoying the
view from the lookout tower?\c"
Ms034b003,"\h(«Vyse»)It's a talking-tube. This one is connected
with the bridge.\e"
Ms034b004,"\h(«Fina»)Bridge, here! Vyse, what are you doing!!
The ship is badly damaged! You need to
do something about it!!\c"
Ms034b015,"\h(«Vyse»)I don't have time to go to the lookout
tower! We're under attack! I need to get
out on deck!\c"
Ms034b005,"\h(«Vyse»)Thanks to this searchlight, we can fly
safely, even at night.\c"
Ms034b006,"\h(«Vyse»)There are all sorts of emergency supplies in
this box. Even on a ship as powerful as the
Delphinus, emergencies do happen, I suppose.\c"
Ms034b007,"\h(«Vyse»)Weapons need to be constantly maintained.
Otherwise, anything metal starts to rust and
anything leather starts to rot…\c"
Ms034b106,"\h(«Vyse»)It's a talking-tube. This one is connected
with the bridge.\e"
Ms034b107,"\h(«Aika»)This is the bridge, over…
Oh… It's you. Quit playing around and get
back up here, Vyse!!!\c"
Ms034b008,"\h(«Vyse»)It's a talking-tube. This one is connected
with the bridge.\e"
Ms034b009,"\h(«Aika»)This is the bridge!!
Vyse?! What are you doing there! Hurry
up and fix this ship!!\c"
Ms034b010,"\h(«Vyse»)I suppose this is the best place to hang
laundry. It dries the fastest out here, even
though it doesn't look very nice.\c"
Ms034b011,"\h(«Vyse»)Since this ship has such a nice kitchen, the
crew can eat home-cooked meals, even way up
here in the sky.\c"
Ms034b012,"\h(«Vyse»)The ship's pretty badly damaged. I better
hurry up and fix her… If we get into another
battle like this, we're finished.\c"
Ms034b013,"\h(«Vyse»)It looks like Muraji's locked this door. Who's
ship does he think this is, anyway?!\c"
Ms034b014,"\h(«Vyse»)The door's locked. I should make my way to the
bridge, anyway… That's where Muraji is!\c"
Ms034a020,"\h(«Vyse»)It's too dangerous to go outside in this
place. I should leave these doors closed
and locked.\c"
MSs034b000,"\h(«Vyse»)Hay todo tipo de provisiones de emergencia en
esta caja. Incluso en un navío tan poderoso
como el Delphinus, puede ocurrir algo.\c"
MSs034b100,"\h(«Vyse»)Es un tubo para hablar, como los que usábamos en
el Albatross. Éste debe de estar
conectado con el puente de mando.\e"
MSs034b101,"\h(«Gilder»)Oye, Vyse. Al habla Gilder desde el puente.
¿Dónde estás?\c"
MSs034b001,"\h(«Vyse»)Es un tubo para hablar.
Éste está conectado con el puente de mando.\e"
MSs034b002,"\h(«Fina»)Éste es el puente que pasa por……
Oh…… Vyse, eres tú.
¿Te gusta la vista desde la torre?\c"
MSs034b003,"\h(«Vyse»)Es un tubo para hablar.
Éste está conectado con el puente de mando.\e"
MSs034b004,"\h(«Fina»)¡El Puente, aquí! ¡Vyse, qué haces!
¡El navío está muy estropeado!
¡Tienes que hacer algo!\c"
MSs034b015,"\h(«Vyse»)¡No tengo tiempo para ir a la torre!
¡Nos están atacando!
¡Tengo que ir a cubierta!\c"
MSs034b005,"\h(«Vyse»)Gracias a este reflector, podemos volar
seguros, incluso por la noche.\c"
MSs034b006,"\h(«Vyse»)Hay todo tipo de provisiones de emergencia en
esta caja. Incluso en un navío tan poderoso
como el Delphinus, puede ocurrir algo.\c"
MSs034b007,"\h(«Vyse»)Las armas necesitan un mantenimiento
constante. Si no, el metal se oxida
y el cuero se estropea……\c"
MSs034b106,"\h(«Vyse»)Es un tubo para hablar.
Éste está conectado con el puente de mando.\e"
MSs034b107,"\h(«Aika»)Éste es el puente que pasa por……
Oh…… Vyse, eres tú.
¡¡Deja de jugar y ven aquí ahora mismo!!\c"
MSs034b008,"\h(«Vyse»)Es un tubo para hablar.
Éste está conectado con el puente de mando.\e"
MSs034b009,"\h(«Aika»)¡¡Éste es el puente de mando!!
Vyse, ¡¿qué haces ahí?!
¡Date prisa y arregla el navío!\c"
MSs034b010,"\h(«Vyse»)Me imagino que éste es el mejor lugar para
tender la colada. Se seca más rápido
aquí fuera, aunque no quede muy bien.\c"
MSs034b011,"\h(«Vyse»)Como el navío tiene una cocina tan buena,
la tripulación puede comer comidas caseras,
incluso aquí arriba en el cielo.\c"
MSs034b012,"\h(«Vyse»)El navió está muy estropeado. Debería darme
prisa en arreglarlo. Si nos metemos en otra
batalla con el navío así, será la última.\e"
MSs034b013,"\h(«Vyse»)Parece que Muraji ha cerrado esta puerta
con llave.
¡¿De quién se cree que es este navío?!\c"
MSs034b014,"\h(«Vyse»)La puerta está cerrada con llave.
Debería regresar al puente.
¡Ahí es donde está Muraji!\c"
MSs034a020,"\h(«Vyse»)Es demasiado peligroso salir en este sitio.
Debería dejar las puertas cerradas con llave.\c"
MFs034b000,"\h(«Vyse»)Il y a toutes sortes de fournitures d'urgence
dans cette caisse. Même sur un navire aussi
puissant que le Delphinus, il y a parfois des
urgences, je crois.\c"
MFs034b100,"\h(«Vyse»)C'est un tuyau de communication, comme ceux que
l'on utilise sur l'Albatros. Celui-ci est
probablement connecté au pont.\e"
MFs034b101,"\h(«Gilder»)Hé Vyse, c'est Gilder, du pont. Où es-tu ?\c"
MFs034b001,"\h(«Vyse»)C'est un tuyau de communication.
Il est relié au pont.\e"
MFs034b002,"\h(«Fina»)Ici le pont, à vous……
Oh…… Vyse, c'est vousi. Vous aimez la vue que
l'on a de la tour de vigie ?\c"
MFs034b003,"\h(«Vyse»)C'est un tuyau de communication.
Il est relié au pont.\e"
MFs034b004,"\h(«Fina»)Ici le pont ! Vyse, que fais-tu !!
Le navire est grandement endommagé !
Tu dois faire quelque chose !!\c"
MFs034b015,"\h(«Vyse»)Je n'ai pas le temps de retourner à la tour de
vigie. Nous nous faisons attaquer. Je dois aller
sur le pont !\c"
MFs034b005,"\h(«Vyse»)Grâce à cette lampe, nous pouvons voler en toute
sécurité, même la nuit.\c"
MFs034b006,"\h(«Vyse»)Il y a toutes sortes de fournitures d'urgence
dans cette caisse. Même sur un navire aussi
puissant que le Delphinus, il y a parfois des
urgences, je crois.\c"
MFs034b007,"\h(«Vyse»)Les armes doivent être constamment entretenues.
Sinon, le métal commence à rouiller et le cuir
s'abîme……\c"
MFs034b106,"\h(«Vyse»)C'est un tuyau de communication.
Il est relié au pont.\e"
MFs034b107,"\h(«Aika»)Ici le pont, à vous……
Oh…… C'est toi. Arrête de t'amuser et viens ici,
Vyse !!!\c"
MFs034b008,"\h(«Vyse»)C'est un tuyau de communication.
Il est relié au pont.\e"
MFs034b009,"\h(«Aika»)Ici le pont !!
Vyse ?! Que fais-tu là-bas ?
Dépêche-toi de réparer ce navire !!\c"
MFs034b010,"\h(«Vyse»)Je pense que c'est l'endroit le plus adéquat
pour faire sécher son linge. C'est ici qu'il
sèchera le plus vite même si ce n'est pas très
esthétique.\c"
MFs034b011,"\h(«Vyse»)Grâce à une cuisine bien équipée, l'équipage
peut se préparer des petits plats, même lorsque
l'on est dans les airs.\c"
MFs034b012,"\h(«Vyse»)Le vaisseau est plutôt bien endommagé. J'ai
intérêt à faire vite pour le réparer…… Si nous
nous faisons à nouveau attaquer, nous sommes
morts.\c"
MFs034b013,"\h(«Vyse»)Il semblerait que Muraji ait fermé cette porte à
clé. A qui croit-il que ce navire appartient ?\c"
MFs034b014,"\h(«Vyse»)La porte est fermée à clé. Je devrais aller sur
le pont. C'est là que se trouve Muraji !\c"
MFs034a020,"\h(«Vyse»)Cet endroit est trop dangereux pour s'y
aventurer. Je ferai mieux de laisser ces portes
fermées à clé.\c"
MGs034b000,"\h(«Vyse»)Da sind alle möglichen Notvorräte in
der Kiste. Sogar auf Schiffen, die so stark
sind wie die Delphinus, kann es zu Notfällen
kommen, nehme ich an.\c"
MGs034b100,"\h(«Vyse»)Ein Sprachrohr, genauso, wie das auf der
Albatross. Es ist wahrscheinlich mit der
Brücke verbunden.\e"
MGs034b101,"\h(«Gilder»)Hey Vyse, Gilder von der Brücke.
Wo bist du?\c"
MGs034b001,"\h(«Vyse»)Ein Sprachrohr. Es ist mit der Brücke
verbunden.\e"
MGs034b002,"\h(«Fina»)Hier Brücke, over……
Oh…… Vyse, du bist es. Genießt du
den Blick vom Ausguck?\c"
MGs034b003,"\h(«Vyse»)Ein Sprachrohr. Es ist mit der Brücke
verbunden.\e"
MGs034b004,"\h(«Fina»)Hier Brücke! Vyse, was machst du!!
Das Schiff ist stark beschädigt! Du musst
etwas tun!!\c"
MGs034b015,"\h(«Vyse»)Ich habe keine Zeit, auf den
Ausguck zu gehen. Wir werden
angegriffen! Ich muss rauf an Deck!\c"
MGs034b005,"\h(«Vyse»)Dank dem Suchlicht können wir
sogar nachts sicher fliegen.\c"
MGs034b006,"\h(«Vyse»)Da sind alle möglichen Notvorräte in
der Kiste. Sogar auf Schiffen, die so stark
sind wie die Delphinus, kann es zu Notfällen
kommen, nehme ich an.\c"
MGs034b007,"\h(«Vyse»)Waffen müssen regelmäßig gewartet
werden. Sonst beginnt alles, was aus Metall ist,
zu rosten, und Sachen aus Leder verrotten……\c"
MGs034b106,"\h(«Vyse»)Ein Sprachrohr. Es ist mit der Brücke
verbunden.\e"
MGs034b107,"\h(«Aika»)Hier Brücke, over……
Oh…… du bist es. Hör auf, zu spielen
und komm hier rauf, Vyse!!!\c"
MGs034b008,\h(«Vyse»)Ein Sprachrohr. Es ist mit der Brücke verbunden.\e
MGs034b009,"\h(«Aika»)Hier Brücke!!
Vyse?! Was machst du da! Beeil
dich und reparier das Schiff!!\c"
MGs034b010,"\h(«Vyse»)Schätze, das ist der beste
Platz, um Wäsche aufzuhängen. Sie trocknet
hier draußen am schnellsten, obwohl
es nicht gerade gut aussieht.\c"
