[Event Name],Task ID
M02000000,"\h(«Marco»)No… Why…
Everything we've worked so hard for is gone.\e"
M02000003,"\h(«What will you say to Marco?»)“We'll just have to rebuild our base.”
“Stop crying.”\e"
M02000004,"\h(«Vyse»)We'll just have to rebuild our base. We did it 
before and we can do it again. The important 
thing is that no one got seriously hurt.\e"
M02000005,"\h(«Vyse»)If we all give Izmael a hand, we'll have our
base back up in no time. I'm sure Izmael sees
this as a chance to improve on the old one.\e"
M02000006,"\h(«Marco»)Yeah, you're right.
Everyone is okay. 
I guess we can just rebuild our base.\e"
M02000007,"\h(«Marco»)I'm going to do my best…
And I might learn a few more things 
from Izmael, too!\c"
M02000008,"\h(«Vyse»)Stop crying.
We've got a lot of work to do here.\e"
M02000009,"\h(«Vyse»)We just lost a few buildings. 
They can be rebuilt. You'll never be 
an Air Pirate if you act like this.\e"
M02000010,"\h(«Marco»)Yeah, you're right!
I can't let something like this stand in 
my way if I'm going to be an Air Pirate.\e"
M02000011,\h(«Marco»)I'm going to do my best!\c
M02000012,\h(«Marco»)What? I said that I'll do my best.\c
M02000001,"\h(«Marco»)You're going to the Silver Shrine?
Good luck, Vyse. I wish I could go, too.\e"
M02000002,"\h(«Marco»)But I need to stay here. 
There's a lot that we need to do.\c"
M08070000,"\h(«Moegi»)I… I am so scared…
What are we supposed to do if 
the Armada attacks us again?\e"
M08070001,"\h(«Moegi»)Oh, I wish Enrique was here… 
I know he would keep me safe.\c"
M08070004,"\h(«What will you say?»)“Moegi, you're safe now…”
“Calm down!”\e"
M08070005,"\h(«Vyse»)Moegi, you're safe now. That's what matters 
most. I had to give up the Crystals in order to 
save everyone, but we're all okay.\e"
M08070006,"\h(«Vyse»)I'll do everything I can to protect the lives of
my crew. \e"
M08070007,"\h(«Moegi»)You are right, Vyse.
I am sorry. I am just so worried about Enrique.
He is out there by himself.\e"
M08070008,"\h(«Moegi»)I will be brave. For you, your crew, 
and Enrique.\c"
M08070009,"\h(«Vyse»)Calm down, Moegi!
Enrique is in Valua right now,
by himself.\e"
M08070010,"\h(«Vyse»)He needs you to be strong for him.
You've got to have faith that he'll
come back for you.\c"
M08070011,"\h(«Moegi»)You are right. I… 
I am sorry.\e"
M08070012,"\h(«Moegi»)I will be brave, for you, your crew, 
and Enrique.\c"
M08070013,"\h(«Moegi»)I will do my best to help you.
I have faith in you, Vyse, and I know
Enrique will come back for me.\c"
M08070002,"\h(«Moegi»)I heard that you are going to the place where
Fina is from.\e"
M08070003,"\h(«Moegi»)Have a safe journey.
We will take care of the island 
while you are gone.\c"
M08150000,"\h(«Kirala»)It's frustrating… It took us so long to build 
our base, and the Armada burned it to the 
ground in a few minutes.\e"
M08150003,"\h(«What will you say to Kirala?»)“We'll all help rebuild.”
“Now we have a chance to make it better!”\e"
M08150004,"\h(«Vyse»)We'll all help rebuild our base.
We already built it once before… 
The second time should be easier!\e"
M08150005,"\h(«Vyse»)Hey, Kirala, here's your chance to show everyone
the finest in Yafutoman Craftmanship. This was
just a minor setback. Don't let it get you down.\e"
M08150006,"\h(«Kirala»)Ha, sure thing.
Thanks, Captain… for cheering me up.\e"
M08150007,"\h(«Kirala»)Alright, listen up everyone! We're gonna 
rebuild this base and I'm gonna work you really
hard, but it will all be worth it! Got it?!\c"
M08150008,"\h(«Vyse»)Well, some of the crew members were complaining 
that our old roofs leaked and stuff. Now's our 
chance to build a better base!\e"
M08150009,"\h(«Kirala»)Haha…
I've met some optimistic people before, 
but Vyse, you put them all to shame.\e"
M08150010,"\h(«Kirala»)But you're right! We're gonna rebuild 
our base and it's gonna be better than ever!\c"
M08150011,"\h(«Kirala»)We've got a big job ahead of us. 
Before the sun sets, we need 
to clean up all the debris!\c"
M08150001,"\h(«Kirala»)We'll have this place fixed up 
before you guys get back 
from the Silver Shrine.\e"
M08150002,"\h(«Kirala»)Okay… now everyone's gonna see what Yafutoman
builders are made of!\c"
M14000000,"\h(«Izmael»)Shu Bum Bummm…
There's hardly anything left!
What should we do?\c"
M14000003,"\h(«Vyse»)“Izmael, you live for this kind of stuff!”
“Let's start with the debris.”\e"
M14000004,"\h(«Vyse»)Izmael, you live for this kind of stuff! Here's 
your chance to make some improvements to
the base!\e"
M14000005,"\h(«Vyse»)Bam Bam Baaam!!! You want something built, I
build it! You don't want something built…\e"
M14000006,"\h(«Izmael»)I build it anyway!
Thanks, Vyse. I guess I just needed a little 
reminder. I AM the greatest!\e"
M14000007,"\h(«Izmael»)Alright then, I'd better get started! You'll 
love it! Your base is going to be better 
than ever!\c"
M14000008,"\h(«Vyse»)Let's start with the debris.
Throw everything we can't use over the side, 
and start working with what's left.\e"
M14000009,"\h(«Vyse»)The important thing is that everyone is safe!
If we all work together, we can do it!\e"
M14000010,"\h(«Izmael»)Absolutely.
Brabham and I built this place from scratch,
by ourselves.\e"
M14000011,"\h(«Izmael»)If everyone helps out, we'll have this place 
looking as good as new in a jiffy!
Great, I'm starting to talk like Brabham!\e"
M14000012,"\h(«Izmael»)Alright, everyone! We can do this! The 
foundations are still intact! Let's move the 
debris out of the way so we can start building! \c"
M14000001,"\h(«Izmael»)Vyse, leave the base to us! 
It's in good hands!\e"
M14000002,"\h(«Izmael»)By the time you get back here, this place will 
look as good as new!\c"
Mp0010000,"\h(«Aika»)Vyse, I really think you should start comforting
your crew. They all look pretty miserable.\c"
Mp0010002,"\h(«Aika»)Especially Fina… She's been in our meeting 
room for a long time now. I think you 
should go check up on her.\c"
Mp0010001,"\h(«Aika»)Fina's ship is by the flagpole! 
It's ready when you are!\c"
Mp0020000,"\h(«Fina»)Let's go, Vyse.
The Great Silver Shrine awaits us.\c"
MS02000000,"\h(«Marco»)No…… Por qué……
todo por lo que hemos luchado ha desaparecido.\e"
MS02000003,"\h(«¿Qué vas a decirle a Marco?»)“Vamos a tener que reconstruir la base.”
“Deja de llorar.”\e"
MS02000004,"\h(«Vyse»)Tenemos que reconstruir la base. Lo hemos hecho
en el pasado y podemos volver a hacerlo.
Lo importante es que todos estamos bien.\e"
MS02000005,"\h(«Vyse»)Si todos ayudamos a Izmael, reconstruiremos la
base en muy poco tiempo. Él lo verá como una
espléndida ocasión para mejorar la de antes.\e"
MS02000006,"\h(«Marco»)Sí, es verdad.
Todos estamos bien.
Sólo tenemos que reconstruir la base.\e"
MS02000007,"\h(«Marco»)Voy a esforzarme al máximo……
¡Y así puedo aprender más cosas de Izmael!\c"
MS02000008,"\h(«Vyse»)Deja de llorar.
Tenemos mucho trabajo que hacer.\e"
MS02000009,"\h(«Vyse»)Sólo hemos perdido unos cuantos edificios.
Los podemos reconstruir. Nunca llegarás a ser un
Pirata Aéreo si actúas así.\e"
MS02000010,"\h(«Marco»)¡Tienes razón!
Si quiero ser Pirata Aéreo no puedo dejar que
algo así se interponga en mi camino.\e"
MS02000011,\h(«Marco»)¡Voy a emplearme a fondo!\c
MS02000012,\h(«Marco»)¿Qué? He dicho que me emplearía a fondo.\c
MS02000001,"\h(«Marco»)¿Vais al Relicario de Plata?
Buena suerte, Vyse. Ojalá pudiera ir yo también.\e"
