[Event Name],Task ID
M00040000,"\h(«Pow»)Pow pow!
Pow pow!\c"
M01110000,"\h(«Lawrence»)You want to go to Crescent Isle, right?
It's to the north of Nasr.
Do you want to take the wheel?\e"
M01110001,"\h(«Lawrence»)Esparanza is to the south of Nasr.
Do you want to take the wheel now?\e"
M01110002,"\h(«Lawrence»)There should be a calm spot somewhere in the
Dark Rift… we should be able to get through
there. Do you want to take the wheel now?\e"
M01110003,"\h(«Lawrence»)If we continue to the northeast from here, we
should reach Yafutoma… Do you want to take the
wheel?\e"
M01110004,"\h(«Lawrence»)I'll take it from here.
You better hurry up and get on deck.\c"
M01110005,"\h(«Lawrence»)You want to head to the Land of Ice, right?
I believe it's south of South Ocean.
Do you want to take the wheel?\e"
M01110006,"\h(«Lawrence»)You want to go beneath Valua?
Sure… do you want to take the wheel?\e"
M01110007,"\h(«Lawrence»)You want to go to Dangral Island? It's beneath 
the clouds to the southwest of Sailors' Island, 
right? Do you want to take the wheel then?\e"
M01110008,"\h(«Lawrence»)Beneath the Great Cloud Sea by the vortex near 
Shrine Island, right?
Do you want to take the wheel?\e"
M01110009,"\h(«Lawrence»)Go to Sailors' Island?
Do you want to take the wheel?\e"
M01110010,"\h(«Lawrence»)We have to go to the island that appeared in
Mid Ocean, right? Do you want to take the wheel 
now?\e"
M01110011,"\h(«What will you do?»)“Take the wheel.”
“Look around the ship some more.”\e"
M01110012,"\h(«Lawrence»)Alright. Here, take the wheel.\c"
M01110013,\h(«Lawrence»)I see.\c
M01110014,"\h(«Lawrence»)If I had known how big this job was going to be,
I would've asked for more than 10,000 gold…\e"
M01110015,"\h(«Lawrence»)So, do you want to take the wheel?\e"
M01110016,"\h(«What will you do?»)“Take the wheel.”
“Look around the ship some more.”\e"
M01110017,"\h(«Lawrence»)Alright, I leave the ship in your hands, 
Captain Vyse.\c"
M01110018,"\h(«Lawrence»)Very well then. I will continue flying the ship
for now. You should probably go around and talk
to the rest of the crew.\c"
M01140002,"\h(«Pinta»)Esparanza was a rather prosperous city…
Until Valua abandoned it.\e"
M01140003,"\h(«Pinta»)Since then, all trade with Esparanza stopped. 
The place is full of rusted metal and sailors 
who've lost all hope.\c"
M01140004,"\h(«Pinta»)When Esparanza was at its peak, there were
travelers coming from all over, tempting fate,
trying to pass through the Dark Rift.\e"
M01140005,"\h(«Pinta»)And I've heard that there were plenty of thieves
and crooked merchants that gathered there, as
well, to prey upon the optimistic sailors.\c"
M01140006,"\h(«Pinta»)We made it through the Dark Rift! I can search 
for items in this part of the world now, too!\c"
M01140007,"\h(«Pinta»)In Valua, there was once a scholar that claimed 
the world was round. However, he was shunned as 
a lunatic by some, and a heretic by others.\c"
M01140008,"\h(«Pinta»)So, in order to prove his theory, the scholar 
set out to sail around the world… but he was 
killed in the Dark Rift.\c"
M01140009,"\h(«Pinta»)I've heard that the Nasultan sends a personal
retainer to the Lands of Ice once a year to
bring back as much ice as he can.\e"
M01140010,"\h(«Pinta»)Having ice in Nasr is the ultimate luxury. Only 
the Nasultan himself is rich enough to actually
enjoy it… and that's only once a year.\c"
M01140011,"\h(«Pinta»)The temple at the Maw of Tartas is probably the
biggest mystery in all of Valua.\e"
M01140012,"\h(«Pinta»)There are stories of earthquakes on that part of
the island. But if the island is floating, what
is causing it to shake?\c"
M01140013,"\h(«Pinta»)I've heard stories that Valua is building some 
sort of elevator to reach below the Great Cloud 
Sea.\e"
M01140014,"\h(«Pinta»)However, nobody knows where that elevator 
actually stops… or how deep it actually goes.\c"
M01140015,"\h(«Pinta»)People say all sorts of things about the world
under the clouds. Some say it's the land of the
dead, others say that it's a land of pure gold.\e"
M01140016,"\h(«Pinta»)But, nobody has actually ever seen Deep Sky 
before. It's all a big mystery.\c"
M01140017,"\h(«Pinta»)The Valuans promised a reward for anyone who 
could find Enrique and safely take him back… 
Valuan Bounty Hunters were searching for him.\e"
M01140018,"\h(«Pinta»)But, nobody expected him to come back of his own
accord. The Bounty Hunters were upset, to say
the least.\c"
M01140019,"\h(«Pinta»)So, there really is a shrine far above the sky?\e"
M01140020,"\h(«Pinta»)Heh… Not even I knew about that. I'd really
like to see it once with my own eyes!\c"
M01140021,"\h(«Pinta»)I can't believe that an island actually rose up 
from beneath the clouds!\c"
M01140022,"\h(«Pinta»)Vyse, if you win this fight and make it home 
safely…\e"
M01140023,"\h(«Pinta»)I will spread tales of your adventures! Everyone
will know of Vyse, the Air Pirate equalled only
by Daccat, himself!\c"
M01140024,"\h(«Pinta»)Enemies are trying to board us?! Oh no!
We need to prepare for battle!\c"
M05100000,"\h(«Hans»)This ship is amazing!
The sheer power required just to propel it must 
be astronomical!\c"
M05100001,"\h(«Hans»)Wow… the exterior of the Delphinus is so
durable that you could probably fly right
through stone reefs or even through glaciers!\c"
M05100002,"\h(«Hans»)That ship… That was Drachma's Little Jack, 
right?\e"
M05100003,"\h(«Hans»)My father was saying that even though the ship
is old, it is well loved and well taken care of.
He said it was a very good ship.\c"
M05100004,"\h(«Hans»)Vyse, let's explore everywhere we can! Now that 
we can go to high and low altitudes, we should 
take as much advantage of it as possible!\e"
