[Event Name],Task ID
MA0100000,"\h(«Timmus the Gunner»)Weapons, armor, gold…
Now THIS is a great catch!
One of our best yet!\e"
MA0100001,"\h(«Mabel the Raider»)Tonight, we should celebrate!\e"
MA0100002,\h(«Everyone»)Yeah!!!\e
MA0100003,"\h(«Aika»)Well Fina, this is what we do!  What do you
think?\e"
MA0100004,"\h(«Fina»)Well…
It certainly looks challenging.\e"
MA0100005,"\h(«Aika»)Hahaha… challenging, huh…
Well, now that you mention it, it isn't easy.
But it is fun!\e"
MA0100006,"\h(«Vyse»)This is the underground port inside of Pirate 
Isle. From the outside, this island looks like
a quiet, peaceful village.\e"
MA0100007,"\h(«Vyse»)But the inside of the island is where our 
headquarters is located.\e"
MA0100008,"\h(«Aika»)There are armories, shops, and even a tavern
inside here.
Come on, we'll give you a tour.\e"
MA0100009,\h(«Dyne»)Vyse!\e
MA0100010,"\h(«Dyne»)Come to my office immediately… and bring that 
girl with you.\e"
MA0100011,\h(«Aika»)Vyse… I wonder what that was all about.\e
MA0100012,"\h(«Vyse»)… I'm not sure, but we'd better hurry. 
You know how my dad gets when we're late.\e"
MFA0100000,"\h(«Timmus le canonnier»)Armes, armure, or……
Alors là, C'EST une grosse prise !
Une de nos meilleures jusqu'à présent !\e"
MFA0100001,"\h(«Mabel le Bombardier»)Ce soir, il faut fêter ça !\e"
MFA0100002,\h(«Tous»)Hip hip hip !!! hourra !!!\e
MFA0100003,"\h(«Aika»)Voilà Fina, c'est ce que nous faisons !
Qu'est-ce que vous en pensez ?\e"
MFA0100004,"\h(«Fina»)Eh bien……
Ça a l'air d'être un sacré défi.\e"
MFA0100005,"\h(«Aika»)Hahaha…… un défi, hein……
Eh bien, puisque vous le dites, oui, ce n'est
pas facile. Mais on s'amuse beaucoup !\e"
MFA0100006,"\h(«Vyse»)C'est le port souterrain dans l'Île des Pirates.
De l'extérieur, cette île ressemble à un village
tranquille et paisible.\e"
MFA0100007,"\h(«Vyse»)Mais nos quartiers généraux se trouvent à
l'intérieur de l'île.\e"
MFA0100008,"\h(«Aika»)Il y a des armureries, des magasins, et même une
taverne. Venez, nous allons vous faire visiter.\e"
MFA0100009,\h(«Dyne»)Vyse !\e
MFA0100010,"\h(«Dyne»)Viens dans mon bureau tout de suite…… avec cette
fille.\e"
MFA0100011,\h(«Aika»)Vyse…… je me demande ce qui se passe.\e
MFA0100012,"\h(«Vyse»)…… Je ne sais pas mais il vaut mieux se presser.
Mon père déteste que nous soyons en retard.\e"
MGA0100000,"\h(«Timmus, der Kanonier»)Waffen, Rüstungen, Gold……
Wenn das kein toller Fang ist!
Einer unserer Besten!\e"
MGA0100001,"\h(«Mabel, die Räuberin»)Heute Abend sollten wir feiern!\e"
MGA0100002,\h(«Alle»)Jaaa!!!\e
MGA0100003,"\h(«Aika»)Also, Fina, das ist unsere Arbeit! Was hältst
du davon?\e"
MGA0100004,"\h(«Fina»)Also……
Es sieht zumindest interessant aus.\e"
MGA0100005,"\h(«Aika»)Hahaha……  interessant, meinst du……
Tja, jetzt, wo du es sagst, so einfach ist es
gar nicht. Aber es macht Spaß!\e"
MGA0100006,"\h(«Vyse»)Dies ist der unterirdische Hafen von Pirate
Isle. Von außen sieht die Insel wie ein ruhiges,
friedliches Dorf aus.\e"
MGA0100007,"\h(«Vyse»)Aber im Inneren der Insel befindet sich
unser Hauptquartier.\e"
MGA0100008,"\h(«Aika»)Es gibt hier Waffenlager, Läden und sogar eine
Taverne. Komm, wir führen dich herum.\e"
MGA0100009,\h(«Dyne»)Vyse!\e
MGA0100010,"\h(«Dyne»)Komm sofort in mein Büro……  und bring das
Mädchen mit.\e"
MGA0100011,\h(«Aika»)Vyse…… was hat das zu bedeuten?\e
MGA0100012,"\h(«Vyse»)……Weiß ich nicht, aber wir sollten uns beeilen.
Du weißt ja wie mein Dad ist, wenn man zu spät
kommt.\e"
MSA0100000,"\h(«Timmus el Artillero»)Armas, blasones, oro……
¡ESTO sí que es un buen botín!
¡De los mejores que hemos conseguido!\e"
MSA0100001,\h(«Mabel la Corsaria»)¡Esta noche tenemos que celebrarlo!\e
MSA0100002,\h(«Todos»)¡¡¡Sí!!!\e
MSA0100003,"\h(«Aika»)¡Bueno, Fina, esto es a lo que nos dedicamos!
¿Qué te parece?\e"
MSA0100004,"\h(«Fina»)Bueno……
Parece todo un reto, desde luego.\e"
