[Event Name],Task ID
Ms034c000,"\h(«Vyse»)The Delphinus may be nice and all, but I really
miss a good sailboat…\c"
Ms034c001,"\h(«Vyse»)I miss sailing in a sailboat…
But hey! What am I doing?! This is no time to
sit here and look at paintings!\c"
Ms034c002,"\h(«Vyse»)It looks like a picture of a bunch of merchant
ships lined up in a harbor. This was probably
painted by someone who really likes ships…\c"
Ms034c003,"\h(«Vyse»)This really is a nice picture…
But, I don't have time to sit here and admire
paintings! I've got to get going!\c"
Ms034c004,"\h(«Vyse»)Today's specials… Let me see…
Mid Ocean style sauteed fish…
And “The Spice of the Sky.”\c"
Ms034c005,"\h(«Vyse»)Today's specials… Let me see…
Yafutoman style simmered Kabal steak…
And Marocca marinade…\c"
Ms034c006,"\h(«Vyse»)Today's meals were prepared by… Aika?
Great… that just means dry cereal and pickled
vegetables…\c"
Ms034c007,"\h(«Vyse»)Today's dinner is…
Wait a second… I don't have time to be thinking
about food right now!\c"
Ms034c008,"\h(«Vyse»)Wow… There are all kinds of expensive goods
scattered across the table. Where does Osman
find all this stuff?\c"
Ms034c009,"\h(«Vyse»)Everything's a mess! I better hurry up and
fix the ship!\c"
MFs034c000,"\h(«Vyse»)Le Delphinus est peut-être beau mais un bon
voilier me manque……\c"
MFs034c001,"\h(«Vyse»)J'aimerais naviguer sur un voilier……
Mais, que fais-je…… ? Ce n'est pas le moment de
rêvasser et de regarder des tableaux !\c"
MFs034c002,"\h(«Vyse»)On dirait un tableau de navires marchands dans
un port. Cette peinture a dû être réalisée par
une personne qui aimait vraiment les navires……\c"
MFs034c003,"\h(«Vyse»)Ce tableau est magnifique……
Mais ce n'est pas le moment d'admirer des
tableaux. Il faut que j'y aille !\c"
MFs034c004,"\h(«Vyse»)La spécialité du jour…… Alors……
Du poisson sauté, style Océan Central……
Et “Les Épices du Ciel.”\c"
MFs034c005,"\h(«Vyse»)La spécialité du jour…… Alors……
Steak de Kabal à la Yafutomane……
Et une marinade de Marocca……\c"
MFs034c006,"\h(«Vyse»)Les plats d'aujourd'hui ont été préparés par……
Aika?
Génial…… ça veut dire que nous allons manger des
céréales et des légumes au vinaigre……\c"
MFs034c007,"\h(«Vyse»)Au menu du dîner aujourd'hui……
Un instant… Je n'ai pas le temps de penser à la
nourriture pour le moment !\c"
MFs034c008,"\h(«Vyse»)Oaouh…… Il y a tout type de marchandises chères
sur la table. Où est-ce qu'Osman trouve toute
cette nourriture ?\c"
MFs034c009,"\h(«Vyse»)Quel désordre ! J'ai tout intérêt à me dépêcher
de réparer le navire !\c"
MGs034c000,"\h(«Vyse»)Die Delphinus mag zwar toll sein
und alles, aber ich vermisse wirklich
ein Segelschiff……\c"
MGs034c001,"\h(«Vyse»)Ich vermisse ein Segelschiff……
Aber hey! Was mache ich?! Das ist nicht
die richtige Zeit, um hier rumzusitzen und
sich Bilder anzuschauen!\c"
MGs034c002,"\h(«Vyse»)Sieht aus wie ein Haufen Handelsschiffe,
die nebeneinander im Hafen liegen.
Das Bild hat wahrscheinlich jemand
gemalt, der Schiffe wirklich mag……\c"
MGs034c003,"\h(«Vyse»)Das ist wirklich ein schönes Bild…… Aber ich
habe keine Zeit, hier rumzusitzen und Bilder zu
bewundern! Ich muss los!\c"
MGs034c004,"\h(«Vyse»)Im Angebot heute…… Lass mich mal
sehen…… Gebratener Fisch nach Mid Ocean
Art…… Und “Das Gewürz des Himmels.”\c"
MGs034c005,"\h(«Vyse»)Im Angebot heute…… Lass mich
mal sehen…… Gekochtes Kabal-Steak nach
yafutomanischer Art…… Und Marocca-Marinade……\c"
MGs034c006,"\h(«Vyse»)Das heutige Essen wurde von……
Aika gekocht? Großartig…… das bedeutet, es gibt
trockenes Müsli und eingelegtes Gemüse……\c"
MGs034c007,"\h(«Vyse»)Das heutige Abendessen ist……
Warte mal 'ne Sekunde…… habe momentan
gar keine Zeit, über Essen nachzudenken!\c"
MGs034c008,"\h(«Vyse»)Wow…… Da liegen alle möglichen teuren
Waren verstreut auf dem Tisch. Wo findet
Osman das ganze Zeug?\c"
MGs034c009,"\h(«Vyse»)Was für ein Durcheinander! Ich beeile mich
besser und repariere das Schiff!\c"
MSs034c000,"\h(«Vyse»)El Delphinus está muy bien,
pero yo echo mucho de menos
un buen navío de vela……\c"
MSs034c001,"\h(«Vyse»)Echo de menos navegar en un navío de vela……
Pero bueno, ¿qué estoy haciendo?
¡No es momento de sentarse a mirar fotos!\c"
MSs034c002,"\h(«Vyse»)Parece un cuadro de unos cuantos barcos
mercantes en un puerto. Seguramente quien lo
pintó disfrutaba con los navíos……\c"
MSs034c003,"\h(«Vyse»)Es un cuadro muy bonito, de verdad. ¡Pero no
tengo tiempo para sentarme y admirar cuadros!
¡Tengo que irme!\c"
MSs034c004,"\h(«Vyse»)Las especialidades del día. Déjame ver……
Pescado salado al estilo Océano Medio.
y “la Especia Celeste”.\c"
MSs034c005,"\h(«Vyse»)Las especialidades del día. Déjame ver……
Filete de Kabal guisado al estilo Yafutoma……
y Marocca marinado……\c"
MSs034c006,"\h(«Vyse»)¿La comida de hoy la ha preparado…… Aika?
Qué bien…… Eso significa que hay
cereales secos y verduras en conserva……\c"
MSs034c007,"\h(«Vyse»)La cena de hoy es……
Espera un momento…… ¡No tengo tiempo
de pensar en comida en este momento!\c"
MSs034c008,"\h(«Vyse»)¡Vaya! Hay toda clase de cosas caras
encima de la mesa.
¿Dónde encontrará Osman todas estas cosas?\c"
MSs034c009,"\h(«Vyse»)¡Está todo desordenado!
¡Será mejor que me dé prisa
y arregle el navío!\c"
M01000000,"\h(«Polly»)Vyse! You're the captain around here… Will you 
do something about this shaking? I can't cook 
anything if the ship shakes around this much!\e"
M01000001,"\h(«Polly»)Look at this! I spent all night cooking this 
soup and now it's all over the place! Can't we 
fly any smoother than this?\c"
M04090000,\h(«Kalifa»)Oh blessed Red Moon! Guide this ship to safety…\c
M06310000,"\h(«Osman»)Oh no oh no oh no!!!
I'm going to fall!!!
Somebody help me!!!\c"
M08030000,"\h(«Urala»)Um… Vyse? The ship has been shaking an awful 
lot… and, well, I'm a little scared right now.\c"
M14030000,"\h(«Ryu-kan»)Whether we sink or survive is all decided by the
Moons. Our fate is not in our hands. We can do
naught but sit and wait.\c"
M14040000,"\h(«Robinson»)This is a horrible fire! Someone should take 
care of this as soon as possible…\c"
M14060000,"\h(«Ilchymis»)Something to put out a fire… something to put
out a fire… Hmm… I seem to recall something
that could… Wait, let me check my notes first.\c"
MF01000000,"\h(«Polly»)Vyse ! C'est vous le capitaine…… Pouvez-vous
arrêter les secousses du navire ? Je ne peux pas
cuisiner si le navire bouge tout le temps !\e"
MF01000001,"\h(«Polly»)Regardez ! J'ai passé toute la nuit à cuisiner
cette soupe et maintenant il y en a partout !
Est-ce que l'on peut naviguer plus en
douceur ?\c"
MF04090000,"\h(«Kalifa»)Oh bénie soit la Lune Rouge !
Ramenez ce navire à bon port……\c"
MF06310000,"\h(«Osman»)Oh non oh non oh non !!!
Je vais tomber !!!
Au secours !!!\c"
MF08030000,"\h(«Urala»)Um…… Vyse ? Le navire n'a pas arrêté de
tanguer…… et, euh, j'ai un peu peur.\c"
MF14030000,"\h(«Ryu-kan»)Les Lunes ont déjà décidé si nous allons couler
ou survivre. Notre destin ne dépend pas de nous.
Il n'y a plus qu'à attendre.\c"
MF14040000,"\h(«Robinson»)C'est un terrible incendie ! Que quelqu'un s'en
occupe le plus vite possible……\c"
