[Event Name],Task ID
M00040000,\h(«Pow»)Pow pow! Pow pow!\c
M01000002,"\h(«Polly»)I've been hearing that Esparanza is populated by
Ex-Valuan soldiers and sailors who lost their
ships in the Dark Rift.\e"
M01000003,\h(«Polly»)Maybe my husband is there.\c
M01000004,"\h(«Polly»)I was hoping that my husband would be in 
Esparanza, but nobody there has heard of him.\e"
M01000005,"\h(«Polly»)I really hope he wasn't killed when he tried to 
make it through the Dark Rift.\c"
M01000006,"\h(«Polly»)I can't believe that we found Robinson. 
It's a miracle that he's still alive!\e"
M01000007,\h(«Polly»)Vyse… Thank you… I'm so happy I went with you.\c
M01000008,"\h(«Polly»)So, we made it through the Dark Rift…\e"
M01000009,"\h(«Polly»)I was really hoping that my husband was still 
alive… but after seeing all those shipwrecks… 
I just don't know.\c"
M01000010,\h(«Polly»)What's going on out there?\c
M01000011,"\h(«Polly»)So, we're going back to Crescent Island? I'm 
sure my husband will feel a lot better once I 
start cooking for him again.\c"
M01000012,"\h(«Polly»)We made it through the Dark Rift, but there were
no signs of my husband. There were so many
shipwrecks in there…\c"
M01000013,"\h(«Polly»)We're going to the Land of Ice, right? I'll 
start making some really hot soup for the 
crew.\c"
M01000014,"\h(«Polly»)I have this feeling that my husband is still 
alive… somewhere… I know that he wouldn't be 
in the Land of Ice.\c"
M01000015,"\h(«Polly»)We're going into Deep Sky, right? I hope the 
ship holds up under the pressure.\c"
M01000016,"\h(«Polly»)So, we're going underneath Valua? 
I never thought I'd ever go there.\c"
M01000017,"\h(«Polly»)Fina is trying to act like nothing is bothering
her, but I can tell it's just an act. Deep down
inside, she's really upset.\e"
M01000018,"\h(«Polly»)She didn't eat much to begin with, but now she 
barely even touches her food.\c"
M01000019,"\h(«Polly»)We've been all over the world, and I still 
haven't found my husband. I can't give up hope. 
I know he's out there… somewhere.\c"
M01000020,"\h(«Polly»)Enrique is really upset. I know he used to get
airsick all the time, but even when he got sick,
he still ate more than he does now.\e"
M01000021,"\h(«Polly»)I think he was hit very hard, emotionally.\c"
M01000022,"\h(«Polly»)We've been all over the world, and I still don't
know where my husband is. I have this feeling
that he's still alive… but where?\e"
M01000023,"\h(«Polly»)I've heard that Enrique will be leaving us 
soon…\e"
M01000024,"\h(«Polly»)I'll cook all of his favorite dishes until 
then.\c"
M01000025,"\h(«Polly»)An ancient continent rose from Deep Sky… in Mid
Ocean… I saw it happen, but I still don't
believe it.\c"
M01000026,"\h(«Polly»)I'll cook anything you want, when you come back.
Good luck, Vyse!\c"
M01000027,\h(«Polly»)What? Drachma was in the Land of Ice?\e
M01000028,"\h(«Polly»)Maybe if he dedicated his life to something 
other than destroying Rhaknam, he might find 
happiness.\c"
M04090000,"\h(«Kalifa»)A familiar island will look pleasantly 
unfamiliar.\e"
M04090001,\h(«Kalifa»)The Red Moon has spoken. Heed its words.\c
M04090002,"\h(«Kalifa»)A town that is deep inside the ice… there, arch
enemies will meet, and one will die.\e"
M04090003,\h(«Kalifa»)The Red Moon has spoken. Heed its words.\c
M04090004,"\h(«Kalifa»)Rest while you can, Vyse. There is much turmoil 
ahead.\e"
M04090005,\h(«Kalifa»)The Red Moon has spoken. Heed its words.\c
M04090006,"\h(«Kalifa»)A sleeping giant in a deep cavern… 
Does not always sleep deeply.\e"
M04090007,\h(«Kalifa»)The Red Moon has spoken. Heed its words.\c
M04090008,"\h(«Kalifa»)You will be reunited with an old friend, when 
this journey comes to an end.\e"
M04090009,\h(«Kalifa»)The Red Moon has spoken. Heed its words.\c
M04090010,"\h(«Kalifa»)A powerful enemy will confront you, and your 
crew will be faced with a difficult decision.\e"
