[Event Name],Task ID
M90390000,"\h(«Mystery Merchant»)I am known as the Mystery Merchant. I bring
goods from around the world. Many of these you 
may never see again!\e"
M90390001,"\h(«Mystery Merchant»)I only carry rare and exotic items.
Come! See my wares for yourself!\e"
M90390002,"\h(«What will you do?»)“Buy and sell items.”
“Talk about various things.”
“Leave.”\e"
M90390003,"\h(«Mystery Merchant»)There exists in this world a rare type of Moon 
Stone shard called an “Abirik Cham”.\e"
M90390004,"\h(«Mystery Merchant»)Thank you very much. Perhaps our paths shall
cross again some day.\e"
M04000100,"\h(«Ship Parts Merchant»)Welcome. How goes the sailing? You wish to buy
cannons to blast your enemies out of the skies?\e"
M04000101,"\h(«Vyse»)Well, we don't even have our own ship right now,
to be honest.\e"
M04000102,"\h(«Ship Parts Merchant»)Well, that is very unfortunate. I wished to show
you my newest weapon called a “Torpedo.”\e"
M04000103,"\h(«Ship Parts Merchant»)You can even set which round it will strike! It
is perfect for concentrating much firepower into
a short period of time.\c"
M04000104,"\h(«Ship Parts Merchant»)Well well… Is it not Vyse the Ninny? Who are
you running from this time? Or perhaps you need
a bigger cannon to feel safe?\e"
M04000105,"\h(«Ship Parts Merchant»)Hey, kid. How goes the sailing? I have cannons 
for all of your destructive needs!\e"
M04000106,"\h(«Ship Parts Merchant»)Hey, kid. How goes the sailing? I have cannons 
for all of your destructive needs!\e"
M04000107,"\h(«Ship Parts Merchant»)Hey… are you not Vyse the Determined? Yes, I 
thought so. Keep up the good work. Do you wish 
to buy a cannon while you are here?\e"
M04000108,"\h(«Ship Parts Merchant»)You are Vyse, are you not? I have heard about 
you. It is time someone put those Valuans in 
line. I respect that.\e"
M04000109,"\h(«Ship Parts Merchant»)Oh, it is Vyse the Admirable! Do you wish to buy
a cannon or two from my humble shop? I would be
so happy!\e"
M04000110,"\h(«Ship Parts Merchant»)Oh, it is Vyse the Bold! Do you wish to buy a
cannon or two from my humble shop? I would be so
happy!\e"
M04000111,"\h(«Ship Parts Merchant»)Ah, it is Vyse!
Heh… I wish that I were known as “the Valiant”
like you… \e"
M04000112,"\h(«Ship Parts Merchant»)Ah, it is Vyse!
Heh… I wish that I were known as “the Daring”
like you… \e"
M04000113,"\h(«Ship Parts Merchant»)Oh, it is Vyse the Dashing! Do you wish to buy a
cannon or two from my humble shop? I would be so
happy!\e"
M04000114,"\h(«Ship Parts Merchant»)Oh, Vyse! Er… I mean, Vyse the Fearless!
I would be honored if you bought something
from me!\e"
M04000115,"\h(«Ship Parts Merchant»)The Red Moon be praised… I cannot believe that 
an actual hero is shopping in my humble store. 
It is an honor!\e"
M04000116,"\h(«Ship Parts Merchant»)The Red Moon be praised… I cannot believe that 
the King of Rogues is shopping in my humble 
store. It is an honor!\e"
