[Event Name],Task ID
Ms017c000,"\h(«Vyse»)It's a model of the Delphinus
that Brabham made, based on
some designs he found on board.\c"
Ms017c001,"\h(«Vyse»)These are all books that Enrique brought
from Valua. This must be why he knows
so many tidbits of information.\c"
Ms017c002,"\h(«Vyse»)“Crew Talent Show”
“Cleanup Duties of the Underground Harbor”
… Interesting.\c"
Ms017c003,"\h(«Vyse»)Now that's a big painting… Enrique said that
his mother had this painted for him when they
started building the Delphinus.\c"
Ms017c004,"\h(«Vyse»)This is the treasure we stole.
The treasure box was full of Moon Stones…
Not a bad catch, if I do say so myself!\c"
Ms017c005,"\h(«Vyse»)There's maps from all over the world.
Maps are really valuable to any sailor,
so they need to be stored carefully.\c"
Ms017c006,"\h(«Vyse»)It's my travel log. All bridge officers keep
their own logs. Aika and Fina both have one,
although I don't know where they keep them.\c"
MFs017c000,"\h(«Vyse»)Voici une maquette du Delphinus construite par
Brabham. Il s'est basé sur des plans qu'il a
trouvés à bord.\c"
MFs017c001,"\h(«Vyse»)Ce sont tous les livres qu'Enrique a rapportés
de Valua. Voilà sûrement pourquoi il sait tant
de choses.\c"
MFs017c002,"\h(«Vyse»)“Spectacle de l'équipage”
“Corvée de nettoyage du Port Souterrain”
…… Intéressant.\c"
MFs017c003,"\h(«Vyse»)Eh bien, voici une grande peinture…… D'après
Enrique, sa mère l'a faite peindre pour lui
quand ils ont commencé à construire le
Delphinus.\c"
MFs017c004,"\h(«Vyse»)C'est le trésor que nous avons volé.
Le coffre était plein de Pierres de Lune……
Ce n'est pas une mauvaise prise, si je peux
m'exprimer ainsi !\c"
MFs017c005,"\h(«Vyse»)Il y a des cartes du monde entier.
Les cartes sont très précieuses pour les
marins, c'est pourquoi elles doivent être
rangées avec soin.\c"
MFs017c006,"\h(«Vyse»)C'est mon journal de bord. Tous les officiers de
pont tiennent un journal de bord. Aika et Fina
en ont un, bien que je ne sache pas où elles le
rangent.\c"
MGs017c000,"\h(«Vyse»)Es ist ein Modell der Delphinus, das
Brabham gemacht hat. Es basiert auf einigen
Entwürfen, die er an Bord gefunden hat.\c"
MGs017c001,"\h(«Vyse»)Das sind alles Bücher, die Enrique von
Valua mitgebracht hat. Deshalb kennt
er wahrscheinlich auch so viele Sachen.\c"
MGs017c002,"\h(«Vyse»)“Crew-Talentshow”
“Aufräumaufgaben für den Untergrundhafen”
…… Interessant.\c"
MGs017c003,"\h(«Vyse»)Nun, das ist ein großes Bild…… Enrique
erzählte, dass seine Mutter es für ihn malen
ließ, als sie anfingen, die Delphinus zu bauen.\c"
MGs017c004,"\h(«Vyse»)Das ist unser erbeuteter Schatz.
Die Schatzkiste war voller Moon Stones……
Kein schlechter Fang, wenn ich das sagen darf!\c"
MGs017c005,"\h(«Vyse»)Karten von der ganzen Welt. Karten sind
für jeden Segler von hohem Wert, deshalb müssen
sie sicher gelagert werden.\c"
