[Event Name],Task ID
MH0110000,"\h(«Moegi»)You must be very tired.
You are welcome to stay in the Royal Guest
House tonight.\e"
MH0110001,\h(«Fina»)Thank you for escorting us.\e
MH0110002,\h(«Vyse»)That was some of the best food I've ever had. \e
MH0110003,"\h(«Aika»)And for some reason, I pictured those eating-
sticks to be much bigger. It took me a while
to get used to them, though.\e"
MH0110004,\h(«Moegi»)I am very happy that you enjoyed yourselves.\e
MH0110005,"\h(«Muraji»)Heh heh heh…
So, the Westerners do have a sense of taste
after all…\e"
MH0110006,"\h(«Muraji»)I came here to personally thank you for
retrieving the Maga Sphere.\e"
MH0110007,"\h(«Muraji»)I will be sure and take care of it when it is
passed on to me as soon as Moegi and I are
married…\e"
MH0110008,\h(«Moegi»)I will never marry you!\e
MH0110009,"\h(«Moegi»)And as long as Daigo is alive, you'll never be
king!\e"
MH0110010,"\h(«Muraji»)Have you forgotten that “Prince” Daigo has been
exiled for treason?\e"
MH0110011,"\h(«Muraji»)Heh heh… I find it very unlikely that 
a traitor would ever become king.\e"
MH0110012,\h(«Fina»)Moegi…?\e
MH0110013,"\h(«Vyse»)Okay, that's it…\e"
MH0110014,\h(«Vyse»)Huh? Enrique?!\e
MH0110015,"\h(«Enrique»)I don't know your motives, but this is NOT how
a nobleman treats a lady.\e"
MH0110016,"\h(«Enrique»)If you insist on insulting her, then you will
have to deal with me!\e"
MH0110017,"\h(«Muraji»)You think you can push me around just because
you got the Maga Sphere back…\e"
MH0110018,\h(«Muraji»)I'm going to tell my father on you!\e
MH0110019,"\h(«Moegi»)Prince Enrique…
I… I'm terribly sorry…\e"
MH0110020,"\h(«Moegi»)I'm sorry you felt that you had to defend me
like that… I didn't mean to put you in that
position…\e"
MH0110021,"\h(«Enrique»)No no… That's quite alright. Where I come 
from, we have codes of honor on how a lady,
such as yourself, should be treated.\e"
MH0110022,"\h(«Enrique»)Well, honestly, not many people follow 
that code anymore.\e"
MH0110023,\h(«Moegi»)Prince Enrique…\e
MH0110024,"\h(«Enrique»)But, Muraji spoke of an exiled prince…\e"
MH0110025,\h(«Enrique»)Do you know what he was talking about?\e
MH0110026,\h(«Moegi»)……\e
MH0110027,"\h(«Moegi»)…It, it is nothing.
If… if you'll excuse me, I will be returning
to my quarters. Pleasant dreams…\e"
MH0110028,\h(«Enrique»)……\e
MH0110029,"\h(«Muraji»)Those Westerners… they'll pay for speaking 
to me like that.\e"
MH0110030,"\h(«Female Voice»)Hahaha…
Well, what have we here?\e"
MH0110031,"\h(«Muraji»)Eeek!
Who… who are you?!\e"
MH0110032,"\h(«Belleza»)Shh…
I heard everything.\e"
MH0110033,"\h(«Belleza»)My name is Belleza.
And it appears that we have a common enemy.
Hahaha…\e"
MFH0110000,"\h(«Moegi»)Vous devez être très fatigués.
Je vous invite à passer la nuit dans la Maison
Royale des Hôtes.\e"
MFH0110001,\h(«Fina»)Merci de nous avoir escortés.\e
MFH0110002,\h(«Vyse»)Je n'ai jamais aussi bien mangé de toute ma vie.\e
MFH0110003,"\h(«Aika»)Et je ne sais pas pourquoi, mais j'avais
imaginé ces baguettes beaucoup plus grosses.
J'ai quand même mis du temps à m'habituer.\e"
MFH0110004,\h(«Moegi»)Je suis ravie que vous vous soyez bien amusés.\e
MFH0110005,"\h(«Muraji»)Hé hé hé……
Alors, après tout les Occidentaux savent
apprécier les bonnes choses……\e"
MFH0110006,"\h(«Muraji»)Je suis venu pour vous remercier en personne
d'avoir retrouvé la Sphère Maga.\e"
MFH0110007,"\h(«Muraji»)J'en prendrai soin quand elle me sera remise
après mon mariage avec Moegi……\e"
