[Event Name],Task ID
M01010000,"\h(«Air Pirate»)Ah, Vyse, you're here.
It looks like we can access the rest of the
ship through this passage.\e"
M01010001,"\h(«Air Pirate»)I'll guard the door. You go on ahead and secure
the rest of the ship. Go teach those Valuans a
thing or two!\c"
M01010002,"\h(«Air Pirate»)I'll guard the door. You go on ahead and secure
the rest of the ship. Go teach those Valuans a
thing or two!\c"
M01010003,"\h(«Alfonso»)Well… well…
Air Pirates have decided to… infest my ship.\e"
MA0230000,"\h(«Alfonso»)What?! How did you defeat my soldiers?
Heh… If you want my ship that badly, you can
have it. I'll get another.\e"
MA0230001,"\h(«Alfonso»)I am very busy. I do not have time to deal with
you personally. Now, if you'll excuse me…\e"
MA0240000,"\h(«Alfonso»)Hah! You'll never get through this door! I've
locked it from this side!\e"
MA0240001,"\h(«Alfonso»)So long, Rogue.
Hah hah hah!\c"
MA0240002,"\h(«Vyse»)Damn… This door is solid metal.
There's no way I can force it open.\c"
MA0240003,\h(«Vyse»)Damn… The door's locked.\c
MF01010000,"\h(«Pirate de l'Air»)Ah, Vyse, vous voilà.
On dirait que ce passage donne accès aux autres
parties du navire.\e"
MF01010001,"\h(«Pirate de l'Air»)Je vais surveiller la porte. Passez devant et
emparez-vous du navire. Allez apprendre à ces
Valuans à vivre !\c"
MF01010002,"\h(«Pirate de l'Air»)Je vais surveiller la porte. Passez devant et
emparez-vous du navire. Allez apprendre à ces
Valuans à vivre !\c"
MF01010003,"\h(«Alfonso»)Tiens…… tiens…… Les Pirates de l'Air ont
décidé…… d'infester mon navire.\e"
MFA0230000,"\h(«Alfonso»)Quoi ?! Comment avez-vous pu vaincre mes
soldats ? Hé…… Si vous voulez vraiment mon
navire, vous pouvez le prendre. J'en aurai un
autre.\e"
MFA0230001,"\h(«Alfonso»)Je suis très occupé. Je n'ai pas le temps de
m'occuper de vous personnellement. Alors si vous
voulez bien m'excuser……\e"
MFA0240000,"\h(«Alfonso»)Ha ! Vous ne passerez jamais cette porte !
Je l'ai fermée à clé par ce côté !\e"
MFA0240001,"\h(«Alfonso»)Adieu, Voleur.
Hah hah hah !\c"
MFA0240002,"\h(«Vyse»)Bon sang…… Cette porte est en métal solide.
Il est impossible de l'ouvrir, même en
forçant.\c"
MFA0240003,\h(«Vyse»)Bon sang…… La porte est fermée à clé.\c
MG01010000,"\h(«Luftpirat»)Ah, Vyse, da bist du ja.
Es sieht so aus, als könnten wir den Rest des
Schiffes durch diesen Gang erreichen.\e"
