[Event Name],Task ID
MC0040005,"\h(«Aika»)… I'm so tired… I can barely stand.
It's been a long time since I've laid down in a
nice, warm bed… with pillows… and… blankets…\e"
MC0040006,"\h(«Vyse»)I'm tired too, Aika, and it's not like we've had
time to relax since we left Pirate Isle…\e"
MC0040007,"\h(«Aika»)True… and I don't think I'll be able to sleep 
right now, even in a real bed. I can't stop 
thinking about Captain Dyne and the others.\e"
MC0040008,"\h(«Vyse»)…I'm sure they're okay. Let's at least try and 
get some rest while we can.\e"
MC0040009,"\h(«Vyse»)Who knows when we'll be able to sleep in real 
beds again?  \e"
MC0040010,"\h(«Aika»)That's right… you've been cramped on a hammock
in the engine room of the Little Jack for quite
a few nights now…\e"
MC0040011,"\h(«Vyse»)I don't mind the lack of space… it's just that 
the engine is so old… and it's so loud…\e"
MC0040012,"\h(«Drachma»)Well, excuse me for having an old ship.\e"
MC0040013,"\h(«Vyse»)Captain!
I didn't expect you back so soon!\e"
MC0040014,"\h(«Drachma»)If you don't like my ship, you can find yourself
another one.\e"
MC0040015,"\h(«Drachma»)My ship wasn't meant for anyone but me in the 
first place.\e"
MC0040016,"\h(«Vyse»)I didn't mean anything by that! 
I'm really grateful! Honest!\e"
MC0040017,"\h(«Drachma»)You two seem to be takin' things well tonight…
especially considerin' that your friends are 
going to be executed tomorrow.\e"
MC0040018,\h(«Vyse»)What?!\e
MC0040019,"\h(«Drachma»)Tomorrow at dawn, at the Coliseum between Lower
City and Upper City, they will be executed… \e"
MC0040020,"\h(«Aika»)Vyse! What should we do?!
If we don't do something, they'll all be killed!\e"
MC0040021,"\h(«Drachma»)Hmm…
What's wrong, Aika?
You're quiet for a change.\e"
MC0040022,"\h(«Aika»)Tomorrow morning…
The Air Pirates… our friends… are going to be 
executed!\e"
MC0040023,"\h(«Vyse»)They said it's going to happen in the Coliseum.
They said that when they execute Air Pirates, 
it draws a huge crowd.\e"
MC0040024,"\h(«Drachma»)Public execution, huh… sounds like
somethin' the people of this town would enjoy.\e"
MC0040025,"\h(«Aika»)We've got to hurry up and rescue them! They'll 
all be killed! Vyse, what shall we do?!\e"
MC0040026,"\h(«What will you do?»)“Let's try and save everyone right now!”
“Let's sneak into the Coliseum!”
“Hm… I… I don't know…”\e"
MC0040027,"\h(«Vyse»)Let's go save everyone right now! 
We can't waste another moment!\e"
MC0040028,"\h(«Aika»)Yeah!
We have to rescue them before it's too late!\e"
