Entry ID,[Filter],Year,Month,Day,Version
0,ME002A.SCT,2000,6,27,31
0,ME002B.SCT,2000,6,27,12
0,ME002C.SCT,2000,6,27,24
0,ME002D.SCT,2000,6,27,32
0,ME002E.SCT,2000,6,27,17
0,ME004A.SCT,2000,6,27,33
0,ME005A.SCT,2000,6,27,13
0,ME005B.SCT,2000,6,27,20
0,ME008A.SCT,2000,6,27,22
0,ME008B.SCT,2000,6,27,12
0,ME010A.SCT,2000,6,27,0
0,ME010B.SCT,2000,6,27,13
0,ME010C.SCT,2000,6,27,0
0,ME013A.SCT,2000,6,27,17
0,ME013B.SCT,2000,6,27,37
0,ME013C.SCT,2000,6,27,4
0,ME013D.SCT,2000,6,27,11
0,ME013E.SCT,2000,6,27,16
0,ME013F.SCT,2000,6,27,0
0,ME017A.SCT,2000,6,27,35
0,ME017B.SCT,2000,6,27,38
0,ME017C.SCT,2000,6,27,33
0,ME017D.SCT,2000,6,27,11
0,ME017E.SCT,2000,6,27,28
0,ME017F.SCT,2000,6,27,62
0,ME017H.SCT,2000,6,27,33
0,ME017I.SCT,2000,6,27,34
0,ME018A.SCT,2000,6,27,23
0,ME018B.SCT,2000,6,27,5
0,ME019A.SCT,2000,6,27,14
0,ME019B.SCT,2000,6,27,14
0,ME019C.SCT,2000,6,27,6
0,ME019D.SCT,2000,6,27,17
0,ME020A.SCT,2000,6,27,5
0,ME020B.SCT,2000,6,27,10
0,ME028A.SCT,2000,6,27,7
0,ME028B.SCT,2000,6,27,5
0,ME028C.SCT,2000,6,27,12
0,ME028D.SCT,2000,6,27,2
0,ME028E.SCT,2000,6,27,4
0,ME028F.SCT,2000,6,27,3
0,ME028G.SCT,2000,6,27,3
0,ME034A.SCT,2000,6,27,32
0,ME034B.SCT,2000,6,27,28
0,ME034C.SCT,2000,6,27,24
0,ME034D.SCT,2000,6,27,20
0,ME034E.SCT,2000,6,27,23
0,ME034F.SCT,2000,6,27,24
0,ME034G.SCT,2000,6,27,3
0,ME034H.SCT,2000,6,27,7
0,ME034I.SCT,2000,6,27,4
0,ME035A.SCT,2000,6,27,4
0,ME035AG.SCT,2000,6,27,0
0,ME035B.SCT,2000,6,27,4
0,ME035D.SCT,2000,6,27,12
0,ME035E.SCT,2000,6,27,2
0,ME035F.SCT,2000,6,27,13
0,ME035G.SCT,2000,6,27,29
0,ME035H.SCT,2000,6,27,13
0,ME035I.SCT,2000,6,27,24
0,ME090A.SCT,2000,6,27,0
0,ME098A.SCT,2000,6,27,0
0,ME099A.SCT,2000,6,27,0
0,ME099B.SCT,2000,6,27,0
0,ME099C.SCT,2000,6,27,0
0,ME099D.SCT,2000,6,27,0
0,ME099E.SCT,2000,6,27,0
0,ME099F.SCT,2000,6,27,0
0,ME099G.SCT,2000,6,27,0
0,ME099H.SCT,2000,6,27,0
0,ME099I.SCT,2000,6,27,0
0,ME099J.SCT,2000,6,27,0
0,ME099K.SCT,2000,6,27,0
0,ME099L.SCT,2000,6,27,0
0,ME099M.SCT,2000,6,27,0
0,ME099O.SCT,2000,6,27,0
0,ME099P.SCT,2000,6,27,0
0,ME099Q.SCT,2000,6,27,0
0,ME101B.SCT,2000,6,27,5
0,ME101C.SCT,2000,6,27,6
0,ME103A.SCT,2000,6,27,4
0,ME103B.SCT,2000,6,27,13
0,ME103C.SCT,2000,6,27,4
0,ME106A.SCT,2000,6,27,5
0,ME106B.SCT,2000,6,27,6
0,ME106C.SCT,2000,6,27,7
0,ME107A.SCT,2000,6,27,8
0,ME107D.SCT,2000,6,27,4
0,ME107E.SCT,2000,6,27,4
0,ME109A.SCT,2000,6,27,17
0,ME109B.SCT,2000,6,27,5
0,ME109C.SCT,2000,6,27,7
0,ME109D.SCT,2000,6,27,7
0,ME109E.SCT,2000,6,27,7
0,ME109G.SCT,2000,6,27,4
0,ME111A.SCT,2000,6,27,8
0,ME111B.SCT,2000,6,27,5
0,ME111C.SCT,2000,6,27,18
0,ME111D.SCT,2000,6,27,19
0,ME112A.SCT,2000,6,27,5
0,ME112B.SCT,2000,6,27,13
0,ME112C.SCT,2000,6,27,12
0,ME115A.SCT,2000,6,27,5
0,ME115B.SCT,2000,6,27,19
0,ME115C.SCT,2000,6,27,7
0,ME116A.SCT,2000,6,27,17
0,ME116B.SCT,2000,6,27,1
0,ME116C.SCT,2000,6,27,10
0,ME116D.SCT,2000,6,27,9
0,ME116E.SCT,2000,6,27,7
0,ME116F.SCT,2000,6,27,9
0,ME116G.SCT,2000,6,27,0
0,ME121A.SCT,2000,6,27,6
0,ME121B.SCT,2000,6,27,12
0,ME121C.SCT,2000,6,27,9
0,ME121D.SCT,2000,6,27,8
0,ME121E.SCT,2000,6,27,0
0,ME122A.SCT,2000,6,27,20
0,ME122B.SCT,2000,6,27,6
0,ME123A.SCT,2000,6,27,1
0,ME123B.SCT,2000,6,27,10
0,ME123C.SCT,2000,6,27,8
0,ME123D.SCT,2000,6,27,4
0,ME125A.SCT,2000,6,27,3
0,ME125B.SCT,2000,6,27,2
0,ME125C.SCT,2000,6,27,5
0,ME125D.SCT,2000,6,27,2
0,ME126A.SCT,2000,6,27,1
0,ME126B.SCT,2000,6,27,12
0,ME126C.SCT,2000,6,27,4
0,ME126D.SCT,2000,6,27,25
0,ME126E.SCT,2000,6,27,2
0,ME126F.SCT,2000,6,27,3
0,ME127A.SCT,2000,6,27,5
0,ME127B.SCT,2000,6,27,12
0,ME130A.SCT,2000,6,27,3
0,ME130B.SCT,2000,6,27,0
0,ME130C.SCT,2000,6,27,3
0,ME130D.SCT,2000,6,27,12
0,ME131A.SCT,2000,6,27,0
0,ME131C.SCT,2000,6,27,1
0,ME131D.SCT,2000,6,27,1
0,ME131E.SCT,2000,6,27,8
0,ME131F.SCT,2000,6,27,1
0,ME131G.SCT,2000,6,27,10
0,ME131H.SCT,2000,6,27,2
0,ME131I.SCT,2000,6,27,9
0,ME200A.SCT,2000,6,27,3
0,ME201A.SCT,2000,6,27,8
0,ME202A.SCT,2000,6,27,5
0,ME203A.SCT,2000,6,27,3
0,ME204A.SCT,2000,6,27,8
0,ME205A.SCT,2000,6,27,10
0,ME208A.SCT,2000,6,27,4
0,ME209A.SCT,2000,6,27,9
0,ME213A.SCT,2000,6,27,4
0,ME215A.SCT,2000,6,27,7
0,ME216A.SCT,2000,6,27,5
0,ME219A.SCT,2000,6,27,7
0,ME220A.SCT,2000,6,27,5
0,ME222A.SCT,2000,6,27,9
0,ME230A.SCT,2000,6,27,14
0,ME232A.SCT,2000,6,27,15
0,ME235A.SCT,2000,6,27,15
0,ME236A.SCT,2000,6,27,7
0,ME237A.SCT,2000,6,27,6
0,ME238A.SCT,2000,6,27,4
0,ME239A.SCT,2000,6,27,7
0,ME240A.SCT,2000,6,27,14
0,ME241A.SCT,2000,6,27,13
0,ME242A.SCT,2000,6,27,13
0,ME243A.SCT,2000,6,27,19
0,ME244A.SCT,2000,6,27,7
0,ME246A.SCT,2000,6,27,4
