Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Occ. Flags,[M],[B],[S],Ship Effect ID,[Ship Effect Name],Ship Effect Turns,Consume%,Purchase Price,Pad. 1,Pad. 2,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 3,Ship Effect Amount,Element ID,[Element Name],Unk. 1,Unk. 2,Hit%,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
480,0x8c346224,0x1b916,5,Bomb,0x1b89c,6,Bomba,0x1bb8d,6,Bombe,0x1b3bf,5,Bomb,0x1,"","",X,107,Damage (Ship),-1,100,100,0,0,50,0,3,0,80,6,Neutral,0,0,0,0x1798f,71,"Allgemein gebräuchliche Bombe, dazu bestimmt,\\nden Feind zu schädigen.",0x177d1,46,Bomba común para producir daño al enemigo.\\n ,0x179e9,49,Bombe classique conçue pour endommager l'ennemi.,0x1757b,45,"A common bomb, designed to damage the enemy."
481,0x8c34622c,0x1b91b,9,Big Bomb,0x1b8a2,13,Bomba Grande,0x1bb93,13,Grosse Bombe,0x1b3c4,9,Big Bomb,0x1,"","",X,107,Damage (Ship),-1,100,150,0,0,50,1,2,0,120,6,Neutral,0,0,0,0x179d6,89,Größere Bombe mit mehr Sprengkraft durch\\neine größere Pulverladung. Schädigt den Feind.,0x177ff,94,Contiene más cantidad de pólvora para crear una\\nmayor explosión. Provoca daño en el enemigo.,0x17a1a,89,Grosse bombe contenant plus de poudre pour une\\nexplosion puissante. Endommage l'ennemi.,0x175a8,82,"A larger bomb, packed with more gunpowder for a\\nbigger blast. Damages the enemy."
482,0x8c346238,0x1b924,16,Concussion Bomb,0x1b8af,17,Bomba de Impacto,0x1bba0,16,Bombe explosive,0x1b3cd,16,Concussion Bomb,0x1,"","",X,107,Damage (Ship),-1,100,200,0,0,50,2,6,0,150,6,Neutral,0,0,0,0x17a2f,84,Bombe mit doppelt so viel Sprengkraft wie\\neine Standard-Bombe. Schädigt den Feind.,0x1785d,88,Con el doble de potencia de fogueo que una\\nbomba estándar. Provoca daño en el enemigo.,0x17a73,87,Bombe qui a 2 fois plus de puissance de feu\\nqu'une bombe normale. Endommage l'ennemi.,0x175fa,79,A bomb that packs double the firepower of a\\nstandard bomb. Damages the enemy.
483,0x8c346248,0x1b934,14,Shredder Bomb,0x1b8c0,16,Bomba Explosiva,0x1bbb0,15,Bombe mortelle,0x1b3dd,14,Shredder Bomb,0x1,"","",X,107,Damage (Ship),-1,100,480,0,0,50,3,24,0,250,6,Neutral,0,0,0,0x17a83,92,"Bombe, die für maximale Explosionskraft und\\nGröße entwickelt wurde. Schädigt Feind massiv.",0x178b5,90,Bomba diseñada para lograr una gran potencia\\nde explosión. Produce gran daño al enemigo.,0x17aca,93,Bombe purement conçue pour son pouvoir explosif\\net sa taille. Endommage gravement l'ennemi.,0x17649,86,A bomb designed for pure explosive power and\\nsize. Does massive damage to the enemy.
484,0x8c346258,0x1b942,10,Pyro Bomb,0x1b8d0,15,Bomba de Fuego,0x1bbbf,11,Bombe Pyro,0x1b3eb,10,Pyro Bomb,0x1,"","",X,107,Damage (Ship),-1,100,450,0,0,50,4,21,0,240,1,Red,1,0,0,0x17adf,98,"Bombe, bei der Red Moon-Staub unter das Schieß-\\npulver gemischt wurde. Entwickelt extreme Hitze.",0x1790f,87,"Bomba especial, mezcla de Polvo de Luna\\nRoja y pólvora. La explosión es muy abrasiva.",0x17b27,91,Bombe spéciale avec de la Poussière de Lune\\nRouge mélangée à la poudre. Explosion de feu.,0x1769f,89,A special bomb with Red Moon Dust mixed\\ninto the gunpowder. Has an extremely hot blast.
485,0x8c346264,0x1b94c,11,Frost Bomb,0x1b8df,15,Bomba de Hielo,0x1bbca,10,Bombe Gel,0x1b3f5,11,Frost Bomb,0x1,"","",X,107,Damage (Ship),-1,100,600,0,0,50,5,10,0,240,2,Purple,1,0,0,0x17b41,89,Spezielle Bombe mit Purple Moon-Staub im Schieß-\\npulver. Ergibt extrem kalte Explosion.,0x17966,86,"Bomba especial, mezcla de Polvo de Luna\\nPúrpura y pólvora. La explosión es heladora.",0x17b82,93,Bombe spéciale avec de la Poussière de Lune\\nMauve mélangée à la poudre. Explosion de glace.,0x176f8,93,A special bomb with Purple Moon Dust mixed\\ninto the gunpowder. Has an extremely cold blast.
486,0x8c346270,0x1b957,14,Silencer Bomb,0x1b8ee,15,Bomba Silencio,0x1bbd4,14,Bombe Furtive,0x1b400,14,Silencer Bomb,0x1,"","",X,116,Add Silence (Ship),-1,100,600,0,0,50,6,25,0,0,0,Green,0,165,80,0x17b9a,90,Spezielle Bombe mit Purple Moon-Staub im\\nSchießpulver. Hat einen Sylenis-artigen Effekt.,0x179bc,97,"Bomba especial, mezcla de Polvo de Luna Púrpura\\ny pólvora. Su efecto es parecido al de Sylenis.",0x17bdf,88,Bombe spéciale avec de la Poussière de Lune\\nMauve mélangée à la poudre. Effet Sylenis.,0x17755,91,A special bomb with Purple Moon Dust mixed\\ninto the gunpowder. Has a Sylenis-like effect.
487,0x8c346280,0x1b965,13,Thunder Bomb,0x1b8fd,13,Bomba Trueno,0x1bbe2,15,Bombe Tonnerre,0x1b40e,13,Thunder Bomb,0x1,"","",X,107,Damage (Ship),-1,100,450,0,0,50,7,28,0,240,4,Yellow,1,0,0,0x17bf4,83,Spezielle Bombe mit Yellow Moon-Staub im\\nSchießpulver. Hat Eletri-artigen Effekt.,0x17a1d,98,"Bomba especial, mezcla de Polvo de Luna Amarilla\\ny pólvora. Su efecto es parecido al de Electri.",0x17c37,88,Bombe spéciale avec de la Poussière de Lune\\nJaune mélangée à la poudre. Effet Electri.,0x177b0,92,A special bomb with Yellow Moon Dust mixed\\ninto the gunpowder. Has an Electri-like effect.
488,0x8c346290,0x1b972,13,Electro Bomb,0x1b90a,14,Bomba Electro,0x1bbf1,14,Bombe Electro,0x1b41b,13,Electro Bomb,0x1,"","",X,106,Add Weak (Ship),-1,100,600,0,0,50,8,9,0,0,0,Green,0,1,80,0x17c47,84,Spezielle Bombe mit Yellow Moon-Staub im Schieß-\\npulver. Hat Driln-artigen Effekt.,0x17a7f,97,"Bomba especial, mezcla de Polvo de Luna Amarilla \\ny pólvora. Su efecto es parecido al de Driln.",0x17c8f,86,Bombe spéciale avec de la Poussière de Lune\\nJaune mélangée à la poudre. Effet Driln.,0x1780c,89,A special bomb with Yellow Moon Dust mixed\\ninto the gunpowder. Has a Driln-like effect.
489,0x8c3462a0,0x1b97f,10,Wave Bomb,0x1b918,11,Bomba Ola ,0x1bbff,12,Bombe Vague,0x1b428,10,Wave Bomb,0x1,"","",X,107,Damage (Ship),-1,100,600,0,0,50,9,29,0,240,3,Blue,1,0,0,0x17c9b,85,Spezielle Bombe mit Blue Moonstone-Staub im\\nSchießpulver. Hat Wevli-artigen Effekt.,0x17ae0,92,"Bomba especial, mezcla de Polvo de Luna Azul\\ny pólvora. Su efecto es parecido al de Wevli.",0x17ce5,86,Bombe spéciale avec de la Poussière de Lune\\nBleue mélangée à la poudre. Effet Wevli.,0x17865,92,A special bomb with Blue Moonstone dust mixed\\ninto the gunpowder. Has a Wevli-like effect.
490,0x8c3462ac,0x1b989,11,Repair Kit,0x1b923,11,Reparación,0x1bc0b,15,Kit réparation,0x1b432,11,Repair Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,30,0,0,50,10,22,0,400,0,Green,0,0,0,0x17cf0,84,Material zum Reparieren von geringen Schäden am\\nSchiff. Stellt 4000 HP wieder her.,0x17b3c,83,Materiales que reparan deterioro pequeño\\nel navío. Restaura 4000 puntos de Salud.,0x17d3b,80,Matériel de réparation pour des dégâts mineurs\\nsur le navire. Redonne 4000 PV.,0x178c1,67,"Repair materials for minor damage to the ship.\\nRestores 4,000 HP."
491,0x8c3462b8,0x1b994,11,Deluxe Kit,0x1b92e,14,Equipo Deluxe,0x1bc1a,12,Kit de luxe,0x1b43d,11,Deluxe Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,75,0,0,50,11,8,0,800,0,Green,0,0,0,0x17d44,84,Material zum Reparieren von geringen Schäden am\\nSchiff. Stellt 8000 HP wieder her.,0x17b8f,79,Materiales que reparan el deterioro del\\nnavío. Restaura 8000 puntos de Salud.,0x17d8b,80,Matériel de réparation pour des dégâts mineurs\\nsur le navire. Redonne 8000 PV.,0x17904,70,"Repair materials for moderate damage to the\\nship. Restores 8,000 HP."
492,0x8c3462c4,0x1b99f,10,Magic Kit,0x1b93c,14,Equipo Mágico,0x1bc26,12,Kit Magique,0x1b448,10,Magic Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,0,0,0,50,12,19,0,0,0,Green,0,0,0,0x17d98,89,"Reparaturmaterial, das mit Green Moon-Staub\\nvermischt wurde. Stellt alle HP wieder her.",0x17bde,92,"Materiales de reparación con Polvo de Luna\\nVerde, muy efectivos y restauran toda la Salud.",0x17ddb,96,Kit de réparation avec de la poussière de Lune\\nVerte pour plus de puissance. Rend tous les PV.,0x1794a,93,Repair materials mixed with Green Moon Dust\\nfor greater restorative power. Restores all HP.
493,0x8c3462d0,0x1b9a9,13,Complete Kit,0x1b94a,16,Equipo Completo,0x1bc32,12,Kit Complet,0x1b452,13,Complete Kit,0x5,X,"",X,101,Recover HP to 100% (Ship),-1,100,300,0,0,50,13,5,0,0,0,Green,0,0,0,0x17df1,95,Materialien hoher Qualität zum Reparieren mit\\nreinen Mondsteinen. Stellen alle HP wieder her.,0x17c3a,95,"Materiales de reparacion de gran calidad, con\\nPiedras Lunares puras. Restauran toda la Salud.",0x17e3b,95,Matériel de réparation de qualité qui utilise\\ndes Pierres de Lune pures. Redonne tous les PV.,0x179a7,72,High-quality repair materials using pure\\nMoon Stones. Restores all HP.
494,0x8c3462e0,0x1b9b6,12,Gear Grease,0x1b95a,17,Grasa de Marchas,0x1bc3e,17,Huile de Vitesse,0x1b45f,12,Gear Grease,0x1,"","",X,102,Recover Spirit (Ship),-1,100,500,0,0,50,14,11,0,10,0,Green,0,0,0,0x17e50,97,"Reduziert Reibung in der Gangschaltung, was die\\nKraftübertragung verbessert. Stellt Spirit her.",0x17c99,78,"Reduce la fricción de las marchas, y\\nmejora la movilidad. Restaura Espíritu.",0x17e9a,95,"Réduit la friction des vitesses, améliorant le\\ntransfert de puissance. Rend de l'Esprit (ES).",0x179ef,75,"Reduces friction in the gears, improving power\\ntransfer. Restores Spirit."
495,0x8c3462ec,0x1b9c2,15,Thermal Grease,0x1b96b,14,Grasa Térmica,0x1bc4f,15,Thermo-graisse,0x1b46b,15,Thermal Grease,0x1,"","",X,103,Recover Spirit to 100% (Ship),-1,100,1000,0,0,50,15,27,0,0,0,Green,0,0,0,0x17eb1,95,Verhindert Hochgeschwindigkeits-Pannen aufgrund\\nvon Hitze. Stellt Spirit komplett wieder her.,0x17ce7,94,Previene las averías producidas por la fricción\\na gran velocidad. Restaura todo el Espíritu.,0x17ef9,76,Evite les pannes de chaleur dûes à la\\nvitesse. Redonne tout l'Esprit (ES).,0x17a3a,78,Prevents heat-related breakdowns at high speeds.\\nRestores Spirit completely.
496,0x8c3462fc,0x1b9d1,17,Captain's Stripe,0x1b979,17,Galón de Capitán,0x1bc5e,7,Galon ,0x1b47a,17,Captain's Stripe,0x4,X,"","",115,Captain's Stripe,-1,100,0,0,0,50,16,4,0,0,0,Green,0,0,0,0x17f10,90,Auszeichnung für das Abschießen eines Feindes.\\nVerbessert Schiffsparameter und Ausdauer.,0x17d45,91,"Ganado al abatir a un enemigo. Si se usa,\\naumenta los parámetros y resistencia del navío.",0x17f45,89,Galon obtenu en abattant un ennemi. Il accroît\\nles paramètres et l'endurance du navire.,0x17a88,96,A mark earned by shooting down an enemy. Using\\nit will increase ship parameters and endurance.
497,0x8c346310,0x1b9e2,8,Apa Wax,0x1b98a,9,Cera Apa,0x1bc65,9,Cire Apa,0x1b48b,8,Apa Wax,0x1,"","",X,105,Add Strengthen (Ship),2,100,100,0,0,50,17,0,0,0,0,Green,0,0,0,0x17f6a,88,Auftragen auf Schiff und Kanonen verbessert\\nAttack und Defense Power für 2 Durchgänge.,0x17da0,94,Al aplicar esta cera al navío y cañones mejora\\nel poder de Ataque y de Defensa por 2 turnos.,0x17f9e,93,Appliquer cette cire au navire et aux canons\\naugmente l'Attaque et la Défense pour 2 tours.,0x17ae8,90,Applying this wax to the ship and cannons\\nimproves Attack and Defense Power for 2 turns.
498,0x8c346318,0x1b9ea,8,Apo Wax,0x1b993,9,Cera Apo,0x1bc6e,10,Cire Apo ,0x1b493,8,Apo Wax,0x1,"","",X,105,Add Strengthen (Ship),4,100,1000,0,0,50,18,1,0,0,0,Green,0,0,0,0x17fc2,88,Auftragen auf Schiff und Kanonen verbessert\\nAttack und Defense Power für 4 Durchgänge.,0x17dfe,94,Al aplicar esta cera al navío y cañones mejora\\nel poder de Ataque y de Defensa por 4 turnos.,0x17ffb,93,Appliquer cette cire au navire et aux canons\\naugmente l'Attaque et la Défense pour 4 tours.,0x17b42,90,Applying this wax to the ship and cannons\\nimproves Attack and Defense Power for 4 turns.
499,0x8c346320,0x1b9f2,10,Speed Wax,0x1b99c,15,Cera Velocidad,0x1bc78,13,Cire Vitesse,0x1b49b,10,Speed Wax,0x1,"","",X,104,Add Quickened (Ship),1,100,150,0,0,50,19,26,0,0,0,Green,0,0,0,0x1801a,88,Auftragen dieses Wachses auf den Motor ver-\\nbessert die Motorleistung für 1 Durchgang.,0x17e5c,83,Al aplicar esta cera al motor mejora el\\nfuncionamiento del motor durante 1 turno.,0x18058,72,Appliquer cette cire au moteur améliore son\\nrendement pendant un tour.,0x17b9c,68,Applying this wax to the engine improves engine\\noutput for 1 turn.
500,0x8c34632c,0x1b9fc,11,Hybrid Wax,0x1b9ab,13,Cera Híbrida,0x1bc85,13,Cire Hybride,0x1b4a5,11,Hybrid Wax,0x1,"","",X,108,Improve Parameters (Ship),4,100,1500,0,0,50,20,15,0,0,0,Green,0,0,0,0x18072,91,Von De Loco entwickeltes Wachs. Verbessert\\nverschiedene Schiffsparameter für 1 Durchgang.,0x17eaf,84,Cera desarrollada por De Loco. Mejora\\nvarios parámetros del navío durante 1 turno.,0x180a0,84,Cire développée par De Loco. Améliore divers\\nparamètres du navire pendant un tour.,0x17be0,72,Wax developed by De Loco. Improves\\nvarious ship parameters for 1 turn.
501,0x8c346338,0x1ba07,12,Heat Sensor,0x1b9b8,16,Sensor de Calor,0x1bc92,16,Capteur Chaleur,0x1b4b0,12,Heat Sensor,0x1,"","",X,112,Improve Critical% (Ship),0,100,2000,0,0,50,21,13,0,0,0,Green,0,0,0,0x180cd,92,Ermittelt Maschinenraum von Feindschiffen zum\\nbesseren Anpeilen. Erhöht Critical Hit Rate.,0x17f03,93,Detecta la sala de máquinas del navío enemigo\\npara disparar. Aumenta los Aciertos Críticos.,0x180f4,98,Détecte le moteur des navires ennemis pour aider\\nles canonniers à cibler. Plus de Coups mortels.,0x17c28,92,Detects the engine room of enemy ships to help\\nyour gunners aim. Raises Critical Hit Rate.
502,0x8c346344,0x1ba13,14,Rudder Grease,0x1b9c8,15,Grasa de Timón,0x1bca2,17,Graisse Gouverne,0x1b4bc,14,Rudder Grease,0x1,"","",X,113,Decr. Spirit Consumption to 50% (Ship),0,100,2000,0,0,50,22,23,0,0,0,Green,0,0,0,0x18129,66,Verbessert die Steuerung und setzt Spirit-\\nVerbrauchsrate herab.,0x17f60,72,Mejora el funcionamiento del timón\\ny disminuye el consumo de Espíritu.,0x18156,89,Améliore la manipulation du gouvernail et\\nralentit le taux de consommation de l'Esprit.,0x17c84,70,"Improves rudder operation, and slows the rate\\nof Spirit consumption."
