Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x30,17,Shift_JIS,Lib Handle Start
1,0x6960,44,Shift_JIS,"
ntUtl Ver 3.00 Build:May 12 2000 14:29:55
"
2,0x6990,44,Shift_JIS,"
ntInf Ver 4.01 Build:May 12 2000 14:29:56
"
3,0x69c4,13,Shift_JIS,sg_dpldr.bin
4,0x69d4,43,Shift_JIS,"
ntLD Ver 1.04 Build:Jun 23 2000 21:50:09
"
5,0x6fe8,5,Shift_JIS,SEGA
6,0x332960,46,Shift_JIS,"
syStart Ver 1.17 Build:Dec 01 1999 12:17:57
"
7,0x332990,3,Shift_JIS,rb
8,0x3329a8,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER
9,0x3329c4,24,Shift_JIS,Sound Driver Read Error
10,0x3329dc,21,Shift_JIS,Sound Lib Init Error
11,0x3329f4,29,Shift_JIS,Sound Mem Block Create Error
12,0x332a14,28,Shift_JIS,Sound Mem Block Param Error
13,0x332a30,21,Shift_JIS,Sound Drv Init Error
14,0x332a48,30,Shift_JIS,Sound Mem Block Destroy Error
15,0x332a68,21,Shift_JIS,MIDI PORT OPEN ERROR
16,0x332a80,21,Shift_JIS,MIDI PORT STOP ERROR
17,0x332a98,22,Shift_JIS,MIDI PORT RESET ERROR
18,0x332ab0,28,Shift_JIS,Sound sdSysSetSlotMax Error
19,0x332acc,26,Shift_JIS,Sound MLT Down Load Error
20,0x332ae8,5,Shift_JIS,SMSB
21,0x332af0,5,Shift_JIS,SMPB
22,0x332af8,23,Shift_JIS,MLT File Is Illegal %s
23,0x332b10,32,Shift_JIS,Sound Bank Data Down Load Error
24,0x332b30,19,Shift_JIS,Sound Fx Set Error
25,0x332b44,24,Shift_JIS,MIDI RELEASE MODE ERROR
26,0x332b5c,23,Shift_JIS,Sound SHOT Close Error
27,0x332b74,22,Shift_JIS,Sound PCM Close Error
28,0x332b8c,13,Shift_JIS,Bank 0 Error
29,0x332b9c,23,Shift_JIS,Sound Get Status Error
30,0x332bb4,27,Shift_JIS,Sound Midi Reset Prm Error
