[Event Name],Task ID
Ms034c000,"\h(《Vyse》)The Delphinus may be nice and all, but I really
miss a good sailboat…\c"
Ms034c001,"\h(《Vyse》)I miss sailing in a sailboat…
But hey! What am I doing?! This is no time to
sit here and look at paintings!\c"
Ms034c002,"\h(《Vyse》)It looks like a picture of a bunch of merchant
ships lined up in a harbor. This was probably
painted by someone who really like ships…\c"
Ms034c003,"\h(《Vyse》)This really is a nice picture…
But, I don't have time to sit here and admire
paintings! I've got to get going!\c"
Ms034c004,"\h(《Vyse》)Today's specials… Let me see…
Mid Ocean style sauteed fish…
And “The Spice of the Sky.”\c"
Ms034c005,"\h(《Vyse》)Today's specials… Let me see…
Yafutoman style simmered Kabal steak…
And Marocca marinade…\c"
Ms034c006,"\h(《Vyse》)Today's meals were prepared by… Aika?
Great… that just means dry cereal and pickled
vegetables…\c"
Ms034c007,"\h(《Vyse》)Today's dinner is…
Wait a second… I don't have time to be thinking
about food right now!\c"
Ms034c008,"\h(《Vyse》)Wow… There are all kinds of expensive goods
scattered across the table. Where does Osman
find all this stuff?\c"
Ms034c009,"\h(《Vyse》)Everything's a mess! I better hurry up and
fix the ship!\c"
M01000000,"\h(《Polly》)Vyse! You're the captain around here… Will you 
do something about this shaking? I can't cook 
anything if the ship shakes around this much!\e"
M01000001,"\h(《Polly》)Look at this! I spent all night cooking this 
soup and now it's all over the place! Can't we 
fly any smoother than this?\c"
M04090000,\h(《Kalifa》)Oh blessed Red Moon! Guide this ship to safety…\c
M06310000,"\h(《Osman》)Oh no oh no oh no!!!
I'm going to fall!!!
Somebody help me!!!\c"
M08030000,"\h(《Urala》)Um… Vyse? The ship's has been shaking an awful 
lot… and, well, I'm a little scared right now.\c"
M14030000,"\h(《Ryu-kan》)Whether we sink or survive is all decided by the
Moons. Our fate is not in our hands. We can do
naught but sit and wait.\c"
M14040000,"\h(《Robinson》)This is a horrible fire! Someone should take 
care of this as soon as possible…\c"
M14060000,"\h(《Ilchymis》)Something to put out a fire… something to put
out a fire… Hmm… I seem to recall something
that could… Wait, let me check my notes first.\c"
"",me034h.sct
"",M0233
"",m5340000
