Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
0,0x30,17,Shift_JIS,Lib Handle Start
1,0x577c,44,Shift_JIS,"
ntInf Ver 2.00 Build:Mar 31 1999 14:13:50
"
2,0x5d88,5,Shift_JIS,SEGA
3,0x32e380,46,Shift_JIS,"
syStart Ver 1.17 Build:Dec 01 1999 12:17:57
"
4,0x32e3b0,3,Shift_JIS,rb
5,0x32e3c8,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER
6,0x32e3e4,24,Shift_JIS,Sound Driver Read Error
7,0x32e3fc,21,Shift_JIS,Sound Lib Init Error
8,0x32e414,29,Shift_JIS,Sound Mem Block Create Error
9,0x32e434,28,Shift_JIS,Sound Mem Block Param Error
10,0x32e450,21,Shift_JIS,Sound Drv Init Error
11,0x32e468,30,Shift_JIS,Sound Mem Block Destroy Error
12,0x32e488,21,Shift_JIS,MIDI PORT OPEN ERROR
13,0x32e4a0,21,Shift_JIS,MIDI PORT STOP ERROR
14,0x32e4b8,22,Shift_JIS,MIDI PORT RESET ERROR
15,0x32e4d0,28,Shift_JIS,Sound sdSysSetSlotMax Error
16,0x32e4ec,26,Shift_JIS,Sound MLT Down Load Error
17,0x32e508,5,Shift_JIS,SMSB
18,0x32e510,5,Shift_JIS,SMPB
19,0x32e518,23,Shift_JIS,MLT File Is Illegal %s
20,0x32e530,32,Shift_JIS,Sound Bank Data Down Load Error
21,0x32e550,19,Shift_JIS,Sound Fx Set Error
22,0x32e564,24,Shift_JIS,MIDI RELEASE MODE ERROR
23,0x32e57c,23,Shift_JIS,Sound SHOT Close Error
24,0x32e594,22,Shift_JIS,Sound PCM Close Error
25,0x32e5ac,13,Shift_JIS,Bank 0 Error
26,0x32e5bc,23,Shift_JIS,Sound Get Status Error
27,0x32e5d4,27,Shift_JIS,Sound Midi Reset Prm Error
28,0x32e5f0,27,Shift_JIS,Sound Shot Reset Prm Error
29,0x32e60c,26,Shift_JIS,Sound PCM Reset Prm Error
30,0x32e628,17,Shift_JIS,Sound Play Error
31,0x32e63c,11,Shift_JIS,Bank Error
32,0x32e648,26,Shift_JIS,Sound PCM Down Load Error
33,0x32e664,23,Shift_JIS,Sound Pcm Status Error
34,0x32e67c,21,Shift_JIS,Sound Pcm Play Error
35,0x32e694,23,Shift_JIS,Sound MIDI Pause Error
36,0x32e6ac,22,Shift_JIS,Sound MIDI Fade Error
37,0x32e6c4,22,Shift_JIS,Sound SHOT Fade Error
38,0x32e6dc,26,Shift_JIS,Sound PCM Fade Error Left
39,0x32e6f8,27,Shift_JIS,Sound PCM Fade Error Right
40,0x32e714,8,Shift_JIS,\sound\
41,0x32e71c,25,Shift_JIS,MLT FAST HANDLE IS EMPTY
42,0x32e738,22,Shift_JIS,MLT FAST HANDLE ERROR
43,0x32e750,3,Shift_JIS,%s
44,0x32e754,5,Shift_JIS,GAME
45,0x32e75d,7,Shift_JIS,CAMERA
46,0x32e766,8,Shift_JIS,LIGHT 0
47,0x32e76f,8,Shift_JIS,LIGHT 1
48,0x32e778,8,Shift_JIS,LIGHT 2
49,0x32e781,9,Shift_JIS,MURABITO
50,0x32e78c,15,Shift_JIS,DEBUG MODE   -
51,0x32e79c,15,Shift_JIS,Calc Vertex  -
52,0x32e7ac,15,Shift_JIS,Calc Polygon -
53,0x32e7bc,15,Shift_JIS,Draw Polygon -
54,0x32e7cc,15,Shift_JIS,FPS          -
55,0x32e7dc,15,Shift_JIS,TEXTURE      -
56,0x32e7ec,15,Shift_JIS,VIEW POS     -
57,0x32e7fc,15,Shift_JIS,PURSUIT POS  -
58,0x32e80c,15,Shift_JIS,VIEW ANG     -
59,0x32e81c,15,Shift_JIS,PURSUIT ANG  -
60,0x32e82c,15,Shift_JIS,DISTANCE     -
61,0x32e83c,15,Shift_JIS,PERS         -
62,0x32e84c,15,Shift_JIS,LIGHT NUM    -
63,0x32e85c,15,Shift_JIS,LIGHT POS    -
64,0x32e86c,15,Shift_JIS,LIGHT VECTOR -
65,0x32e87c,15,Shift_JIS,AMBIENT      -
66,0x32e88c,15,Shift_JIS,DEFFUSE      -
67,0x32e89c,15,Shift_JIS,SPECULAR     -
68,0x32e8ac,19,Shift_JIS,UP    - PLAYER Z +
69,0x32e8c0,19,Shift_JIS,DOWN  - PLAYER Z -
70,0x32e8d4,19,Shift_JIS,LEFT  - PLAYER X +
71,0x32e8e8,19,Shift_JIS,RIGHT - PLAYER X -
72,0x32e8fc,27,Shift_JIS,L BTN - VIEW 45 LEFT  TURN
73,0x32e918,27,Shift_JIS,R BTN - VIEW 45 RIGHT TURN
74,0x32e934,25,Shift_JIS,X BTN - VIEW MODE CHANGE
75,0x32e950,30,Shift_JIS,Y BTN - DEBUG INDICATE SWITCH
76,0x32e970,26,Shift_JIS,Z BTN - DEBUG MODE CHANGE
77,0x32e98c,23,Shift_JIS,START - DUNGEON CHANGE
78,0x32e9a4,23,Shift_JIS,UP    - PLAYER ADVANCE
79,0x32e9bc,25,Shift_JIS,LEFT  - PLAYER TURN LEFT
80,0x32e9d8,26,Shift_JIS,RIGHT - PLAYER TURN RIGHT
81,0x32e9f4,25,Shift_JIS,L BTN - VIEW MODE CHANGE
82,0x32ea10,17,Shift_JIS,UP    - X ROLL -
83,0x32ea24,17,Shift_JIS,DOWN  - X ROLL +
84,0x32ea38,17,Shift_JIS,LEFT  - Y ROLL -
85,0x32ea4c,17,Shift_JIS,RIGHT - Y ROLL +
