Entry ID,[Filter],Year,Month,Day,Version
0,ME002A.SCT,2000,6,27,62
0,ME002B.SCT,2000,6,27,22
0,ME002D.SCT,2000,6,27,78
0,ME028E.SCT,2000,6,27,6
0,ME032A.SCT,2000,6,27,23
0,ME090A.SCT,2000,6,27,0
0,ME099A.SCT,2000,6,27,69
0,ME099E.SCT,2000,6,27,64
0,ME101B.SCT,2000,6,27,7
0,ME101C.SCT,2000,6,27,11
0,ME103A.SCT,2000,6,27,6
0,ME103B.SCT,2000,6,27,18
0,ME103C.SCT,2000,6,27,5
0,ME200A.SCT,2000,6,27,4
0,ME201A.SCT,2000,6,27,10
0,ME202A.SCT,2000,6,27,10
0,ME213A.SCT,2000,6,27,6
0,ME215A.SCT,2000,6,27,9
0,ME297A.SCT,2000,6,27,14
0,ME299A.SCT,2000,6,27,10
