Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,PC Flags,[ V],[ A],[ F],[ D],[ E],[ G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
80,0x8c346bec,0x1a279,15,Vyse's Uniform,0x19f07,17,Uniforme de Vyse,0x1a265,17,Uniforme de Vyse,0x19b20,15,Vyse's Uniform,0x31,X,X,"","","",X,50,0,58,60,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0,0,0x111d9,67,"Uniform der Blue Rogues, die er von seinem\\nVater geschenkt bekam.",0x10faa,58,Uniforme de los Bandidos Azules.\\nSu padre se lo entregó.,0x11008,50,Uniforme des Voleurs Bleus.\\nOffert par son père.,0x10db1,57,Uniform of the Blue Rogues.\\nGiven to him by his father.
81,0x8c346bfc,0x1a288,14,Aika's Shorts,0x19f18,16,Pantalones Aika,0x1a276,13,Short d'Aika,0x19b2f,14,Aika's Shorts,0x18,"",X,X,"","","",50,1,1,50,17,Defense,0,19,18,MagDef,0,21,-1,None,0,0,-1,None,0,0,0,0,0x1121c,63,"Aikas Lieblingspaar Shorts, die sie von Vyses\\nMutter erhielt.",0x10fe4,76,La madre de Vyse regaló a Aika estos\\npantalones cortos. Son sus favoritos.,0x1103a,51,"Short préféré d'Aika, offert par la mère\\nde Vyse.",0x10dea,64,"Aika's favorite pair of shorts, given to her\\nby Vyse's mother."
82,0x8c346c0c,0x1a296,12,Fina's Robe,0x19f28,15,Túnica de Fina,0x1a283,13,Robe de Fina,0x19b3d,12,Fina's Robe,0x1a,"",X,X,"",X,"",50,11,19,510,17,Defense,0,55,18,MagDef,0,64,-1,None,0,0,-1,None,0,0,0,0,0x1125b,77,"Traditionelle Silviter-Tracht, von Frauen der\\nSilver Civilization getragen.",0x11030,84,Un vestido Silvite tradicional. Lo llevan\\nlas mujeres de la Civilizacion de Plata.,0x1106d,79,"Robe Silvite traditionnelle, portée par les\\nfemmes de la Civilisation Argent.",0x10e2a,72,"A traditional Silvite Dress, worn by women of\\nthe Silver Civilization."
83,0x8c346c18,0x1a2a2,16,Drachma's Shirt,0x19f37,15,Camisa Drachma,0x1a290,16,Chemise Drachma,0x19b49,16,Drachma's Shirt,0x4,"","","",X,"","",50,4,13,340,17,Defense,0,45,18,MagDef,0,42,-1,None,0,0,-1,None,0,0,0,0,0x112a8,80,"Ein extra großes, schweres Hemd, das nach Jahren\\nharter Arbeit abgetragen ist.",0x11084,60,Una enorme camisa muy desgastada por años\\nde duro trabajo.,0x110bc,63,"Chemise lourde et très grande, usée\\npar des années de labeur.",0x10e72,74,"An extra large, heavy shirt that's been well\\nworn by years of hard work."
84,0x8c346c28,0x1a2b2,15,Enrique's Coat,0x19f46,17,Manto de Enrique,0x1a2a0,17,Manteau Impérial,0x19b59,15,Enrique's Coat,0x2,"","","","",X,"",50,33,15,3390,17,Defense,0,119,18,MagDef,0,119,19,Hit%,0,10,20,Dodge%,0,5,0,0,0x112f8,97,Eine leichte Rüstung des kaiserlichen Hofs von\\nValua. Sie erhöht die Beweglichkeit des Trägers.,0x110c0,79,Armadura ligera de la Corte Imperial\\nValuan. Aumenta la agilidad del usuario.,0x110fb,93,L'armure légère de la Cour Impériale Valuan.\\nElle améliore l'agilité de celui qui la porte.,0x10ebc,81,The light armor of the Valuan Imperial Court.\\nIt improves the wearer's agility.
85,0x8c346c38,0x1a2c1,14,Gilder's Mail,0x19f57,13,Malla Gilder,0x1a2b1,17,Maille de Gilder,0x19b68,14,Gilder's Mail,0x25,X,"","",X,"",X,50,27,24,2840,17,Defense,0,116,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,0x11359,96,"Leichte Rüstung, die Gilder unter seinem Mantel\\nträgt. Er hat gerne Spaß, ist aber nicht dumm.",0x1110f,82,Armadura ligera de la Corte Imperial\\nValuan. El travieso de Gilder no es tonto. ,0x11158,94,Armure légère portée par Gilder sous le manteau.\\nGilder aime s'amuser mais il n'est pas fou.,0x10f0d,90,"Light armor, worn by Gilder under his coat.\\nGilder likes to have fun, but he's no dummy."
86,0x8c346c48,0x1a2cf,11,Light Robe,0x19f64,14,Túnica Ligera,0x1a2c2,12,Robe Légère,0x19b76,11,Light Robe,0x1a,"",X,X,"",X,"",50,3,32,130,17,Defense,0,29,18,MagDef,0,34,-1,None,0,0,-1,None,0,0,0,0,0x113b9,52,Eine leichte Robe aus magieresistentem Material.\\n ,0x11161,70,Una túnica ligera hecha de un material\\nresistente a prueba de magia.,0x111b6,58,Une robe légère fabriquée en tissu résistant à\\nla magie.,0x10f67,62,A lightweight robe crafted from magically\\nresistant fabric. 
87,0x8c346c54,0x1a2da,15,Valuan Uniform,0x19f72,16,Uniforme Valuan,0x1a2ce,16,Uniforme Valuan,0x19b81,15,Valuan Uniform,0x35,X,X,"",X,"",X,50,2,55,170,17,Defense,0,32,18,MagDef,0,32,-1,None,0,0,-1,None,0,0,0,0,0x113ed,89,"Uniform, die von einem valuanischen Seefahrer\\nmit niedrigem Dienstgrad gestohlen wurde.",0x111a7,58,Un uniforme robado de un navegante Valuan\\nde bajo rango.,0x111f0,62,Un uniforme volé à un navigateur Valuan d'un\\nrang inférieur.,0x10fa5,55,A uniform stolen from a low-ranking Valuan\\nnavigator.
88,0x8c346c64,0x1a2e9,15,Sailor Uniform,0x19f82,16,Uniforme Marino,0x1a2de,15,Uniforme Marin,0x19b90,15,Sailor Uniform,0x35,X,X,"",X,"",X,50,5,49,330,17,Defense,0,44,18,MagDef,0,44,-1,None,0,0,-1,None,0,0,0,0,0x11446,66,"Billig, leicht und robust - \\ndie bevorzugte Tracht der Matrosen.",0x111e1,69,"Barato, ligero y resistente. Es el traje\\npreferido por los marinos.",0x1122e,68,"Bon marché, léger et de qualité, c'est l'habit\\npréféré des marins.",0x10fdc,81,"Inexpensive, light weight, and durable, this\\nis the preferred dress of sailors."
89,0x8c346c74,0x1a2f8,13,Mystic Dress,0x19f92,15,Túnica Mística,0x1a2ed,14,Robe Mystique,0x19b9f,13,Mystic Dress,0x18,"",X,X,"","","",75,6,40,310,17,Defense,0,42,18,MagDef,0,46,-1,None,0,0,-1,None,0,0,0,0,0x11488,90,"Ein Kleid aus magieresistentem Material, das\\nseine Trägerin vor Magie-Angriffen schützt.",0x11226,83,Traje con tela a prueba de magia. Inmuniza\\nal usuario contra los ataques magicos.,0x11272,49,Robe fabriquée en tissu résistant à la magie.\\n ,0x1102d,93,A dress made of magically resistant fabric that\\nenables the wearer to resist magic attacks.
